runNumber,eventNumber,mcChannelNumber,eventWeight,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s,scoreNN1b,scoreNN2b
410000,79792,537838,0.0,0.0,0.0,0.29728654,0.4094538,3977.0,0.05889915,0.0,0.0,-1.0,3.0,291023.62,296893.47,5,21,23,5,10,17,8,27,28,5,11,19,2682,0.5731515213022558,0.9020458735084392
410000,32468,537838,6.2760075e-10,0.0,0.0,0.2232047,0.23669203,3999.0,0.20095587,0.0,0.0,-1.0,4.0,72891.44,73926.33,2,24,18,11,1,2,2,24,18,13,2,3,3077,0.5617241792315049,0.9196725312658888
410000,145448,537838,1.9028809e-10,0.0,0.0,0.1477837,0.2649239,3535.0,0.033847466,0.0,0.0,-1.0,15.0,193219.39,198562.16,2,8,20,4,4,4,3,8,20,4,4,4,2557,0.5808776612629838,0.9951317843612645
410000,60781,537838,2.5435276e-10,0.0,0.0,0.23268875,0.2863742,2842.0,2.970102,0.0,0.0,-1.0,10.0,63527.016,37423.48,8,19,16,7,2,3,8,20,17,8,4,6,2035,0.5721921812706237,0.9078085547945367
410000,54822,537838,6.0964202e-12,0.0,0.0,0.21388856,0.2560732,3966.0,0.24262452,0.0,0.0,-1.0,3.0,131781.89,138380.9,14,24,16,10,0,4,15,26,19,10,3,5,2660,0.5044120639472778,0.8837954265240694
410000,67836,537838,1.5599777e-10,0.0,0.0,0.2219019,0.25683108,2469.0,0.48089665,0.0,0.0,-1.0,5.0,158158.2,130636.79,7,8,24,10,4,17,9,10,25,13,7,18,1726,0.5342580051691758,0.8515119580713973
410000,110976,537838,1.4637778e-10,0.0,0.0,0.12775187,0.17035197,1897.0,0.02121687,0.0,0.0,-1.0,3.0,170036.19,165839.05,0,11,17,7,1,2,1,13,19,8,2,2,1438,0.5735864626689927,0.30975842807677556
410000,49567,537838,2.3436392e-10,0.0,0.0,0.17092212,0.26998907,2614.0,0.033337235,0.0,0.0,-1.0,6.0,165622.05,123058.57,9,25,17,8,0,2,9,26,20,8,0,2,1858,0.5655073112589357,0.8980658917545851
410000,22848,537838,1.5695871e-10,0.09343413,0.09343413,0.32093987,0.38138285,4111.0,0.2657268,0.0,0.0,-1.0,6.0,71902.555,78426.516,8,15,19,5,2,4,13,17,22,5,2,4,2919,0.6399863603305764,0.9416951949077998
410000,72261,537838,4.1656406e-10,0.0,0.0,0.23138526,0.2860779,2308.0,0.49768758,0.0,0.0,-1.0,5.0,40818.008,47017.734,1,16,18,3,1,6,1,16,18,4,2,7,1750,0.5929615347802772,0.8267539999312327
410000,60018,537838,1.7190366e-10,0.0,0.0,0.24712497,0.29055667,2427.0,0.59867185,0.0,0.0,-1.0,5.0,41837.0,69006.09,2,14,24,9,0,1,2,18,28,9,0,1,1889,0.543399328353172,0.8477827144923306
410000,60103,537838,2.033842e-10,0.0,0.0,0.2473798,0.2808034,3006.0,0.02753067,-1.518129,3.7699397,3.2249029,7.0,158871.2,161531.03,10,16,17,6,4,1,12,18,20,8,5,3,2177,0.3192172203439352,0.9221112724694964
410000,107397,537838,8.000741e-14,0.0,0.0,0.19310603,0.25043508,2081.0,0.7638563,0.0,0.0,-1.0,3.0,48582.598,50642.0,3,14,16,10,6,4,3,14,16,10,6,5,1579,0.5289398454609269,0.42295450251219535
410000,55219,537838,1.3934863e-10,0.5770074,0.5770074,0.32905135,0.41416162,1894.0,0.3870179,0.0,0.0,-1.0,6.0,255492.44,256923.6,1,30,41,6,1,2,1,33,44,10,2,3,1317,0.5625311408090352,0.8504288826685644
410000,67591,537838,9.445382e-11,0.0,0.0,0.43549547,0.47921273,5722.0,0.45874333,0.0,0.0,-1.0,5.0,233072.69,222780.97,5,22,25,6,3,2,6,23,26,6,3,2,4143,0.6166609889861168,0.9067044312652662
410000,75508,537838,1.5339385e-10,0.0,0.0,0.25146815,0.2923578,3066.0,0.025920749,0.0,0.0,-1.0,3.0,100385.7,95021.836,4,18,19,3,1,0,4,18,19,3,1,0,2282,0.5157066448665538,0.7826080327976562
410000,57496,537838,0.0,0.0,0.0,0.22270906,0.2526716,2893.0,0.42446268,-11.395532,14.861419,-0.36406407,3.0,45342.836,52413.04,1,28,20,14,4,7,2,29,21,15,6,8,2132,0.40422716529695246,0.7781700890763539
410000,57602,537838,0.0,0.0,0.0,0.15737955,0.22165242,2997.0,0.6088694,0.0,0.0,-1.0,4.0,72673.086,79701.984,1,21,20,5,0,2,1,23,22,5,0,2,2266,0.5046625703955105,0.8554986043772931
410000,71542,537838,0.0,0.0,0.0,0.2878047,0.35136074,5135.0,0.13568121,2.375781,4.0790257,9.870969,6.0,222387.19,221877.73,10,20,21,6,1,1,12,23,23,7,1,1,3712,0.37778964145692906,0.9537842919373474
410000,71612,537838,0.0,0.0,0.0,0.18659385,0.20985696,2666.0,0.38759243,0.0,0.0,-1.0,4.0,55801.562,33409.13,4,26,20,5,1,5,4,26,20,5,2,5,1770,0.6487042762470097,0.8134662168962341
410000,5176,537838,1.5842723e-10,0.0,0.0,0.23395568,0.27316234,3799.0,0.20545423,0.0,0.0,-1.0,10.0,187736.95,183045.36,2,21,23,7,3,3,3,22,25,7,4,4,2740,0.480808738408389,0.9751418569694627
410000,55517,537838,2.41304e-10,0.0,0.0,0.35803595,0.41931754,3886.0,2.5242705,0.0,0.0,-1.0,4.0,56037.133,61237.73,19,20,27,8,2,2,23,25,31,8,4,4,2977,0.5294362494920568,0.3452557007325989
410000,107092,537838,4.0544607e-10,0.64929795,0.64929795,0.34940574,0.39952743,3210.0,0.8687735,0.0,0.0,-1.0,3.0,79420.65,80968.305,16,27,26,9,0,0,17,31,29,10,1,2,2417,0.5720066210969199,0.7785240805906282
410000,143079,537838,1.861885e-10,0.0,0.0,0.27730682,0.35423562,4189.0,0.10261154,0.0,0.0,-1.0,4.0,69695.51,57573.88,5,18,17,2,1,6,5,20,19,2,1,6,2614,0.560702048382163,0.9335161694835301
410000,76062,537838,3.538878e-10,0.0,0.0,0.28276864,0.3267935,5650.0,0.016036749,0.0,0.0,-1.0,5.0,214962.14,190329.97,10,19,23,11,3,7,10,19,23,11,3,7,4132,0.47604093605539277,0.9563710070413027
410000,76058,537838,5.1953586e-10,0.0,0.0,0.28109768,0.34612966,2675.0,0.46949315,0.0,0.0,-1.0,7.0,45464.78,64030.07,10,16,18,13,2,3,19,23,22,13,2,3,1955,0.5984787543916805,0.9244524615206502
410000,21472,537838,2.5453048e-10,0.0,0.0,0.39897498,0.46709824,6495.0,0.27869427,0.0,0.0,-1.0,3.0,141615.4,159172.38,13,22,26,6,1,3,14,23,26,6,1,3,4267,0.47712698806773757,0.8497866174870958
410000,56490,537838,0.0,0.0,0.0,0.20860095,0.28367957,3021.0,0.21060061,-0.67982745,2.936044,2.1980193,3.0,214056.22,225722.03,12,16,20,9,5,2,15,17,22,11,7,3,2210,0.4523405503473775,0.6884595002124981
410000,77430,537838,2.4620128e-10,0.0,0.0,0.270657,0.34296438,2140.0,0.32840508,0.031073842,2.8824773,4.0151396,5.0,94151.9,98236.05,11,17,21,4,2,3,11,18,22,5,3,3,1483,0.315213912388825,0.7048311879288557
410000,77470,537838,1.8426834e-10,0.0,0.0,0.25993133,0.2856692,4779.0,0.23419976,-2.3179257,4.680156,1.335,4.0,193100.36,190450.66,5,4,36,6,2,0,5,4,38,6,2,0,3334,0.4332605098725981,0.8960155860666374
410000,62809,537838,5.700027e-12,0.0,0.0,0.30000487,0.42429373,2348.0,0.11849174,0.0,0.0,-1.0,3.0,92634.35,88284.05,3,18,19,10,3,3,3,21,22,13,4,3,1828,0.5266987158432777,0.5645215388900152
410000,79029,537838,5.529467e-10,0.0,0.0,0.36330098,0.47708103,3498.0,0.0116586685,0.0,0.0,-1.0,4.0,132948.27,134710.2,2,15,18,10,0,2,2,15,18,10,0,2,2462,0.5846544997509185,0.9174769266094817
410000,62556,537838,4.0639408e-14,1.0374216,1.0374216,0.35591888,0.46027702,3539.0,0.43102694,0.0,0.0,-1.0,4.0,276072.72,278218.1,5,22,25,11,1,8,5,24,27,11,2,10,2161,0.6384520467163801,0.884476410719057
410000,64288,537838,8.4379654e-14,0.0,0.0,0.28904527,0.35998857,3448.0,0.17350945,0.0,0.0,-1.0,4.0,91304.06,96467.85,4,28,27,15,1,0,4,31,30,15,1,0,2544,0.5642556609680354,0.9061059509931728
410000,78528,537838,0.0,0.0,0.0,0.3237741,0.3968307,3361.0,0.1188941,0.0,0.0,-1.0,4.0,51882.22,56209.082,3,38,18,3,1,3,5,38,18,3,1,3,2446,0.56006134835042,0.9043846653589199
410000,4623,537838,1.6445471e-10,0.0,0.0,0.23703894,0.31009063,4393.0,0.062879086,0.0,0.0,-1.0,7.0,96740.02,99718.3,5,25,25,3,3,3,5,25,25,3,3,3,3140,0.47057788566278624,0.9614683761189565
410000,78108,537838,0.0,0.0,0.0,0.24330921,0.28287545,3170.0,0.8656917,0.0,0.0,-1.0,6.0,75810.64,76093.18,11,25,20,4,1,2,13,28,23,4,1,2,2391,0.5492863072890339,0.8997307379361746
410000,33117,537838,1.7812297e-10,0.0,0.0,0.2512843,0.31582358,2049.0,0.29861045,0.0,0.0,-1.0,3.0,67971.98,71931.24,5,15,33,9,1,2,5,15,33,9,1,2,1537,0.5895293367966585,0.420154091303648
410000,33204,537838,1.4395377e-10,0.0,0.0,0.20673518,0.26672864,3007.0,0.19614482,0.0,0.0,-1.0,3.0,105332.85,142725.08,3,18,25,3,1,3,3,19,26,3,1,3,2315,0.5513967368940684,0.7605234887688388
410000,33530,537838,1.5541088e-10,0.0,0.0,0.27263013,0.32597736,3524.0,0.5323005,0.22583278,3.3585014,5.846,9.0,69521.25,73760.055,1,20,18,8,3,3,1,22,20,8,3,4,2704,0.37973723860898445,0.9482398752587237
410000,33543,537838,8.138523e-11,0.0,0.0,0.30661514,0.37582007,4871.0,0.038683847,0.0,0.0,-1.0,11.0,247858.6,225747.83,12,24,29,8,0,2,17,28,33,10,0,2,3669,0.6771249201567988,0.9862635734659047
410000,58028,537838,1.4830091e-10,0.0,0.0,0.27717057,0.391699,3925.0,0.59050417,0.0,0.0,-1.0,8.0,135144.72,140960.64,8,26,31,6,2,6,10,30,33,6,2,6,2795,0.5969481915218897,0.9418437270788149
410000,110328,537838,1.7784585e-10,0.9276725,0.9276725,0.23397051,0.3466238,3495.0,0.3683467,0.0,0.0,-1.0,3.0,71332.35,65806.63,10,34,21,11,3,6,10,34,21,11,4,7,2570,0.6083229079653385,0.8455559881677059
410000,31903,537838,1.6754004e-10,0.0,0.0,0.22660138,0.27856192,2554.0,0.8723186,0.0,0.0,-1.0,10.0,75402.84,70235.81,5,21,20,3,0,1,7,23,21,3,0,1,1878,0.574308603099188,0.9585052641491483
410000,105980,537838,2.3462374e-10,0.0,0.0,0.2440992,0.3062451,2361.0,0.3170229,0.0,0.0,-1.0,7.0,106381.195,102163.484,7,19,21,7,2,3,11,22,23,7,3,5,1710,0.49374494128869706,0.9057913237051267
410000,145740,537838,1.171485e-10,0.79646033,0.812927,0.23301238,0.2798372,2314.0,0.9249539,0.0,0.0,-1.0,6.0,68224.14,45699.27,0,19,26,7,0,1,4,20,27,7,1,2,1769,0.5845048747061965,0.880040525960654
410000,111666,537838,1.8535543e-10,0.0,0.0,0.30415335,0.3734517,3725.0,0.2805922,0.33992207,0.7560843,1.1019678,3.0,110714.88,98102.18,12,26,20,5,1,4,13,29,23,5,1,5,2846,0.14662062580073,0.861554315577721
410000,109888,537838,2.151708e-10,0.0,0.0,0.26769876,0.30139065,2709.0,0.25322855,0.0,0.0,-1.0,8.0,246648.48,251238.95,3,16,19,7,1,2,4,18,23,7,1,2,1898,0.4935178569382598,0.9447330475657114
410000,68472,537838,5.658547e-12,0.0,0.0,0.3241011,0.3739014,3540.0,0.12401724,-0.30392152,1.7338333,1.2666236,3.0,52868.02,54746.11,15,19,19,8,1,3,15,19,20,8,1,3,2550,0.400462871522003,0.8421315699626206
410000,51799,537838,1.2398226e-10,0.0,0.0,0.26941973,0.287464,4069.0,0.08831978,0.0,0.0,-1.0,4.0,105421.3,116215.44,1,8,22,4,1,2,1,8,22,4,1,2,3092,0.5329142418335637,0.9292319453121709
410000,84221,537838,6.76088e-12,0.0,0.0,0.35605255,0.41402927,3828.0,0.6167004,0.0,0.0,-1.0,9.0,84906.766,91582.69,7,12,20,2,3,2,12,16,24,2,3,2,2766,0.5206987448068997,0.9557748475841412
410000,24574,537838,1.9827535e-10,0.0,0.0,0.32260945,0.38503832,3504.0,0.4290213,0.0,0.0,-1.0,10.0,205736.08,205561.92,1,18,29,2,0,2,1,18,29,2,0,2,2543,0.5240182805884684,0.9711806347151738
410000,149031,537838,1.3361834e-10,0.0,0.0,0.23799632,0.27921388,3275.0,0.08351898,0.0,0.0,-1.0,3.0,78436.08,71412.47,7,28,25,5,0,0,7,28,25,5,1,1,2514,0.5022226119268132,0.8247385056054495
410000,65640,537838,0.0,0.0,0.0,0.2981574,0.3438337,5779.0,0.018491387,0.0,0.0,-1.0,4.0,66554.66,100340.055,16,11,22,5,2,1,18,12,24,5,2,1,3881,0.6095776690911767,0.9409675413673779
410000,83180,537838,1.7246257e-10,0.90204376,0.90612584,0.23980069,0.29491007,2742.0,0.05259657,0.0,0.0,-1.0,8.0,109185.766,113002.16,14,31,22,2,3,0,15,33,23,2,4,1,1967,0.4939651276534045,0.9589632969126216
410000,102098,537838,6.4632827e-10,0.98644596,0.98644596,0.27213514,0.30505943,3567.0,0.8852239,0.0,0.0,-1.0,5.0,66950.64,72706.1,10,31,19,11,1,2,13,33,21,11,2,3,2734,0.5145674301406507,0.8248696593069312
410000,145401,537838,2.514751e-10,0.0,0.0,0.3239049,0.39482877,2395.0,0.3893479,-0.13119172,0.13119172,-0.13119172,6.0,60957.746,55474.734,13,22,25,7,3,5,14,24,28,8,4,6,1621,0.661895838102899,0.8806086553648639
410000,62999,537838,1.6471186e-10,0.0,0.0,0.26672822,0.31793723,3275.0,0.3516569,0.0,0.0,-1.0,3.0,130659.05,144812.75,10,28,22,8,0,2,11,30,23,8,0,2,2412,0.5503861787300135,0.8261883929036924
410000,75221,537838,1.8381578e-10,0.0,0.0,0.2485589,0.2792338,3459.0,0.11762786,0.0,0.0,-1.0,5.0,100859.68,97311.61,2,19,17,2,0,2,2,22,20,2,0,2,2582,0.5418632706472322,0.9246487528525856
410000,85992,537838,2.4773675e-10,0.0,0.0,0.2572955,0.28978083,5029.0,0.46702176,0.0,0.0,-1.0,7.0,97525.15,95327.42,6,19,16,3,2,1,11,23,19,3,3,2,3608,0.4981071779878854,0.9358311529718745
410000,85938,537838,2.0569355e-10,0.43822607,0.4696326,0.3331889,0.41218224,3995.0,0.8978033,0.0,0.0,-1.0,11.0,108291.734,96849.02,10,15,17,8,4,24,14,17,18,8,4,25,2673,0.49993802057033954,0.9618260047947014
410000,73378,537838,1.8289423e-10,0.0,0.0,0.2240816,0.28050852,2878.0,0.6427288,0.0,0.0,-1.0,5.0,64931.793,48701.41,6,27,27,13,0,3,7,30,31,13,0,3,2131,0.5584235390950818,0.8861078598400197
410000,64784,537838,0.0,0.0,0.0,0.36917108,0.41511562,6360.0,0.00329566,-1.6732277,6.4932027,4.691863,3.0,335707.5,349084.16,6,7,22,5,4,4,6,8,23,5,4,4,4430,0.6329536727842816,0.8883824031879705
410000,143778,537838,1.3479572e-10,0.0,0.0,0.15048574,0.2085377,1920.0,0.27137542,-2.105506,6.3752646,9.285,6.0,192676.02,195859.95,3,17,18,5,2,2,3,20,21,5,3,3,1385,0.35956781551817474,0.6837882673487863
410000,21724,537838,2.351669e-10,0.52009094,0.5203971,0.1995907,0.25857902,2469.0,0.018203974,0.0,0.0,-1.0,4.0,45004.082,59177.266,3,14,18,15,3,7,5,18,21,17,4,8,1814,0.5902945852751837,0.7917930102412911
410000,55714,537838,1.7235806e-10,0.0,0.0,0.24211745,0.26122633,2228.0,0.6105528,0.0,0.0,-1.0,5.0,42189.367,71195.625,2,10,19,5,2,4,2,14,24,5,2,4,1729,0.6123856591133208,0.8187964737954534
410000,81012,537838,1.8664734e-10,0.0,0.0,0.31097156,0.37211505,3148.0,0.02534175,0.0,0.0,-1.0,3.0,85910.49,73707.54,9,26,24,3,0,0,9,26,24,3,0,0,2233,0.5936185282907644,0.8131718442625527
410000,50029,537838,1.6668882e-10,0.0,0.0,0.20860547,0.25111505,2407.0,0.2528386,-9.146026,14.950732,2.6808343,4.0,149008.83,131619.83,0,17,27,16,1,3,1,19,29,16,1,3,1749,0.7994951763478088,0.7869908767952258
410000,39090,537838,1.6588712e-10,0.0,0.0,0.28627494,0.38413146,3191.0,0.017881393,0.0,0.0,-1.0,3.0,64667.43,59423.258,13,24,17,5,2,3,13,25,18,5,3,4,2281,0.5083259947012606,0.8195025493100828
410000,131835,537838,1.4228342e-10,0.27323982,0.28207728,0.29833257,0.39763975,2881.0,0.4847467,0.0,0.0,-1.0,10.0,144814.66,123219.805,6,31,20,5,5,3,6,33,23,7,5,3,2056,0.6125985793709987,0.9666204277664026
410000,33827,537838,1.83475e-10,0.0,0.0,0.23557751,0.3347425,2136.0,0.0452888,0.0,0.0,-1.0,3.0,68569.914,106217.31,2,19,20,5,0,2,2,20,21,5,0,2,1561,0.5302645708664193,0.4446577670023222
410000,34000,537838,1.9070324e-10,0.0,0.0,0.15524663,0.2364669,2329.0,0.56078327,0.0,0.0,-1.0,4.0,110203.1,118604.86,3,16,19,6,3,6,3,19,22,6,4,7,1842,0.5326559719532887,0.7343524960325201
410000,81007,537838,1.665175e-10,0.0,0.0,0.2263296,0.2596298,2370.0,0.096447766,0.0,0.0,-1.0,9.0,55594.047,56188.297,1,10,22,6,1,4,5,15,25,6,1,4,1655,0.5011325870484464,0.9485941478158495
410000,110477,537838,2.314587e-10,0.0,0.0,0.28440166,0.32636482,1394.0,0.407722,0.0,0.0,-1.0,4.0,160532.11,187126.78,7,12,16,9,3,1,8,14,17,9,3,1,1000,0.5040862544409346,0.3385347186408887
410000,110512,537838,2.4903252e-10,0.0,0.0,0.27735084,0.30787688,3699.0,0.45530894,0.0,0.0,-1.0,7.0,91044.35,120154.26,8,32,21,6,1,2,8,34,23,6,2,3,2477,0.5693988320755217,0.9359418299378042
410000,110511,537838,2.6565652e-10,0.0,0.0,0.18227129,0.2187467,1979.0,0.8542069,0.0,0.0,-1.0,5.0,204454.73,140764.55,6,19,19,9,2,1,6,24,24,15,3,1,1502,0.49814630359844925,0.7652614860032682
410000,107006,537838,6.114102e-10,0.0,0.0,0.1865306,0.21479799,2498.0,0.060328007,0.0,0.0,-1.0,3.0,96967.85,98391.55,4,18,18,7,0,0,4,20,23,7,0,0,1599,0.49558193489899405,0.6001006861634757
410000,108057,537838,2.4652527e-10,0.0,0.0,0.18975067,0.24305479,2114.0,1.7126242,1.174148,1.174148,1.174148,5.0,43375.676,33533.89,11,18,17,1,1,2,13,21,22,1,1,3,1577,0.5448443513054878,0.7092760943790248
410000,136754,537838,0.0,0.0,0.0,0.23072617,0.28694215,4151.0,0.33434153,-3.5289352,5.3261595,3.2843058,10.0,65160.49,70353.53,9,21,19,14,4,3,9,24,22,14,7,6,3137,0.4620724377839265,0.9737058126822006
410000,136748,537838,0.0,0.6438639,0.64386785,0.20059532,0.27464777,2152.0,0.4800229,0.64385676,11.064199,11.203624,6.0,119490.38,108748.97,3,36,27,10,2,3,4,38,29,11,3,5,1491,0.4641354291974502,0.8011595353770281
410000,146309,537838,5.5988722e-14,0.0,0.0,0.24088167,0.34967947,2655.0,0.6703048,0.0,0.0,-1.0,5.0,93072.56,130245.55,9,19,26,8,1,0,11,20,27,9,2,1,1853,0.4864802512317249,0.8678279694431523
410000,80752,537838,3.4984632e-10,0.0,0.0,0.24448067,0.27043343,4079.0,0.25621033,0.0,0.0,-1.0,7.0,63656.63,49028.12,5,29,27,6,1,1,5,31,29,7,2,2,2908,0.5392273231081665,0.9482902345014588
410000,24862,537838,2.2840299e-10,0.0,0.0,0.21470886,0.23295309,4175.0,0.54669774,0.0,0.0,-1.0,7.0,47577.715,46010.438,3,20,26,4,0,0,4,21,28,4,0,0,2790,0.5930327136510185,0.9276841811151307
410000,137103,537838,4.3409268e-10,0.0,0.0,0.23989515,0.29345542,2382.0,0.35265207,0.0,0.0,-1.0,4.0,99637.75,114583.92,1,19,18,12,3,3,1,20,19,12,3,3,1816,0.4989816732286936,0.7545359093766322
410000,137138,537838,3.3250576e-11,0.8419497,0.8419497,0.33391833,0.4652132,3132.0,0.3141322,0.0,0.0,-1.0,4.0,153131.28,139279.5,10,10,17,22,2,2,12,11,19,22,2,3,2240,0.5600738155598712,0.8884894285191248
410000,116178,537838,0.0,0.0,0.0,0.17964588,0.25814363,2756.0,0.123015694,0.0,0.0,-1.0,5.0,85244.836,93086.09,2,16,22,4,3,4,7,18,25,4,4,6,1851,0.5743594185562815,0.881312747867834
410000,82703,537838,7.104679e-10,0.7408748,0.7408748,0.29701117,0.33064112,2727.0,0.40671062,2.2014592,3.0018632,6.251,5.0,167723.17,195337.55,20,17,16,5,2,1,23,21,21,6,3,1,1820,0.45389649900010987,0.8131393963917954
410000,86624,537838,0.0,0.0,0.0,0.3101993,0.35105622,3370.0,0.06353271,0.0,0.0,-1.0,5.0,62433.438,92739.26,22,20,18,17,1,7,26,22,19,18,2,7,2455,0.5315621056316793,0.9257509374819917
410000,29925,537838,1.7164521e-10,0.0,0.0,0.21264152,0.27775007,3049.0,0.0767405,0.0,0.0,-1.0,6.0,61052.254,49532.355,6,36,17,4,0,1,6,38,19,4,0,1,2230,0.5549056063942572,0.9268239231086773
410000,30602,537838,1.7349484e-10,0.0,0.0,0.21525545,0.288771,4026.0,0.13681886,-9.999,9.999,-9.999,4.0,118767.64,95315.9,5,21,23,5,3,3,5,23,26,6,5,6,3010,0.6980163817488875,0.9332134979466594
410000,35316,537838,2.8620092e-10,0.0,0.0,0.29220957,0.38494772,4180.0,0.36644483,7.786591,11.325882,15.716712,7.0,101203.8,103923.164,4,9,19,9,4,8,7,12,22,10,6,10,3009,0.39016206289873845,0.9589898357891042
410000,85105,537838,1.8190069e-10,0.0,0.0,0.20551947,0.27585804,4599.0,0.14429843,0.0,0.0,-1.0,4.0,189774.03,178929.97,7,21,23,8,3,3,9,23,24,8,4,3,3488,0.6013136718337942,0.9295019592209663
410000,85205,537838,1.9996846e-10,0.0,0.0,0.25282314,0.33393916,2736.0,0.18385893,-0.45294333,5.380927,11.077,5.0,77159.16,75483.79,5,21,18,7,0,1,5,21,19,7,0,1,1921,0.6426707027560568,0.7888696931900696
410000,52249,537838,4.2006051e-10,0.0,0.0,0.3299226,0.37098718,3229.0,0.19949114,-3.3834896,5.2806544,2.4086435,3.0,110635.586,93144.72,2,7,19,7,0,1,2,8,20,7,0,1,2316,0.23016452056372316,0.7251925020335949
410000,87193,537838,6.7321352e-12,0.0,0.0,0.2408624,0.2807354,3689.0,0.41023922,0.0,0.0,-1.0,7.0,71012.93,100848.86,1,23,39,12,1,2,1,24,40,16,3,4,2672,0.5650934071351528,0.9377894607548547
410000,20104,537838,1.425924e-10,0.0,0.0,0.32971793,0.38613316,3570.0,0.5584482,0.0,0.0,-1.0,5.0,143150.53,151467.66,2,26,28,4,0,0,2,26,28,4,0,0,2389,0.575700832383043,0.9084817536843213
410000,41209,537838,0.0,0.0,0.0,0.2965535,0.3675456,2759.0,0.31944877,0.0,0.0,-1.0,8.0,67534.09,98449.61,12,11,19,11,0,8,18,15,21,12,1,10,1958,0.49964870494736957,0.9455617241173215
