runNumber,eventNumber,mcChannelNumber,eventWeight,MSTracklet_endcap_avg_dR_raw,MSTracklet_endcap_rms_dR_raw,MSeg_endcap_avg_dR_raw,MSeg_endcap_rms_dR_raw,MS1Vtx_endcap_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s
484074,876741323,0,1.0,0.0,0.0,0.33520087599754333,0.41106319427490234,2233.0,1.7943856716156006,0.0,0.0,-1.0,3.0,3266.767822265625,27003.263671875,5,3,2,17,38,43,5,3,2,17,40,47,950
484074,1303282683,0,1.0,0.0,0.0,0.39557427167892456,0.44971364736557007,2562.0,0.14882908761501312,-0.11576081067323685,0.698489248752594,0.5252025723457336,4.0,21376.765625,37724.58984375,8,2,2,7,42,42,8,2,2,7,42,42,1354
484074,1531254943,0,1.0,0.0,0.0,0.3750680387020111,0.4421814978122711,1928.0,2.329397439956665,0.4273816645145416,2.7077744007110596,3.837367057800293,3.0,38339.33984375,34551.68359375,6,1,2,7,30,37,6,1,2,8,31,39,1017
484074,1878267459,0,1.0,0.0,0.0,0.41040176153182983,0.4923711121082306,1940.0,2.8120975494384766,-2.164262533187866,4.772421836853027,6.34259557723999,3.0,31543.150390625,21103.095703125,7,2,2,14,40,34,9,3,3,17,42,35,908
484074,2011125669,0,1.0,0.0,0.0,0.4132923483848572,0.476965993642807,2103.0,1.0246403217315674,0.8215831518173218,2.481090784072876,4.022533416748047,3.0,21327.162109375,33291.65234375,6,2,1,10,33,38,6,2,1,16,37,40,1123
484074,2191322215,0,1.0,0.0,0.0,0.420754611492157,0.47688689827919006,2326.0,0.5591121912002563,1.900933027267456,3.0377914905548096,5.605413436889648,3.0,29351.095703125,31279.443359375,3,5,8,14,28,49,4,6,9,19,31,52,1067
484074,476307722,0,1.0,0.0,0.0,0.33469676971435547,0.4109644889831543,2046.0,0.5276304483413696,0.0,0.0,-1.0,3.0,25941.591796875,53149.52734375,8,1,4,7,45,33,9,1,5,9,49,38,1046
484074,540874088,0,1.0,0.8592174649238586,0.8592174649238586,0.29044559597969055,0.40335652232170105,2283.0,1.5246433019638062,1.0742607116699219,3.437826633453369,9.151764869689941,3.0,30603.263671875,32533.427734375,10,0,5,13,57,37,10,0,5,17,58,38,1136
484074,587286289,0,1.0,0.0,0.0,0.3457917869091034,0.4273410141468048,1798.0,0.4123018980026245,1.600684404373169,2.396831512451172,3.384671688079834,6.0,30762.78125,36734.078125,7,2,6,14,42,42,7,2,6,14,42,42,935
484074,593855985,0,1.0,0.0,0.0,0.3043002784252167,0.40498319268226624,2339.0,0.2536221742630005,-0.5644509792327881,2.8524162769317627,2.839003562927246,3.0,35081.08984375,35647.80859375,4,3,4,16,52,36,4,3,4,18,54,39,1280
484074,690872019,0,1.0,0.1894349604845047,0.1894349604845047,0.3566060960292816,0.4501485526561737,1696.0,3.1250100135803223,0.0,0.0,-1.0,4.0,20859.203125,22984.349609375,6,3,7,11,44,32,6,3,7,16,51,36,985
484074,701039480,0,1.0,0.9951084852218628,0.9951084852218628,0.38209062814712524,0.45709580183029175,2661.0,0.2922130823135376,-0.703143298625946,2.901758909225464,4.826035022735596,3.0,34210.6640625,20219.568359375,2,4,3,10,51,51,2,4,3,11,52,53,1424
484074,824244847,0,1.0,0.0,0.0,0.3846098482608795,0.46648380160331726,2054.0,0.084678053855896,-1.7706760168075562,2.2231061458587646,-0.08197040110826492,3.0,0.0,71822.8203125,1,0,2,10,46,39,1,0,2,11,46,39,1025
484074,502237893,0,1.0,0.0,0.0,0.3838289976119995,0.45732253789901733,2299.0,0.3691132068634033,0.0,0.0,-1.0,5.0,34189.43359375,36478.94921875,8,1,2,10,41,44,8,1,2,12,43,47,1090
484074,444570989,0,1.0,0.0,0.0,0.3060837984085083,0.3906119465827942,2160.0,0.6977975368499756,1.1611520051956177,1.7167571783065796,2.9282443523406982,4.0,22005.837890625,31724.744140625,4,2,5,15,45,45,4,2,5,17,45,45,1096
484074,469912630,0,1.0,0.0,0.0,0.377458781003952,0.4643631875514984,1794.0,0.5648127794265747,-0.6882812976837158,1.8733901977539062,1.6259187459945679,3.0,22486.19140625,23979.673828125,13,3,5,9,28,35,13,3,6,11,31,37,914
484074,2286961843,0,1.0,0.0,0.0,0.3775247633457184,0.44675078988075256,2063.0,1.1329286098480225,-0.970670223236084,5.265108585357666,2.6771650314331055,3.0,9135.2138671875,28119.8671875,10,1,1,11,30,33,10,1,1,14,34,38,1094
484074,2289489715,0,1.0,0.0,0.0,0.24367719888687134,0.33013999462127686,1934.0,1.5618220567703247,1.9938918352127075,5.461851596832275,12.85144329071045,4.0,18615.5625,23699.345703125,4,1,0,9,34,31,4,1,0,11,36,33,1046
484074,2349546684,0,1.0,0.0,0.0,0.2650658190250397,0.32314127683639526,1865.0,0.316667377948761,-0.6703279614448547,2.059684991836548,0.4521702826023102,3.0,26400.248046875,26698.025390625,2,7,4,11,37,37,2,8,5,12,38,39,931
484074,1104979798,0,1.0,0.0,0.0,0.3196103572845459,0.39151301980018616,2320.0,0.7068561911582947,0.0,0.0,-1.0,3.0,10297.306640625,31185.12890625,10,1,3,12,39,50,10,1,3,16,42,55,1157
484074,1212371857,0,1.0,0.0,0.0,0.344127893447876,0.42997628450393677,1848.0,0.24108576774597168,-0.8328770995140076,1.40853750705719,0.30303382873535156,3.0,24269.369140625,33479.62890625,3,1,2,5,31,40,3,1,2,5,31,41,962
484074,1226336541,0,1.0,0.0,0.0,0.4167887568473816,0.47132137417793274,1800.0,2.966989755630493,0.0,0.0,-1.0,3.0,0.0,25437.72265625,4,4,4,19,61,43,4,4,4,22,62,43,962
484074,1279232804,0,1.0,0.0,0.0,0.44546952843666077,0.5571249723434448,1728.0,0.9590027332305908,0.3819235563278198,4.079443454742432,6.998831272125244,3.0,5409.45361328125,27548.298828125,6,2,4,16,21,31,6,2,4,19,27,34,982
484074,1321954310,0,1.0,0.750061571598053,0.750061571598053,0.4044256806373596,0.4961681663990021,1671.0,1.3286274671554565,0.28766995668411255,3.766796350479126,7.110019207000732,6.0,19952.306640625,27223.220703125,3,0,1,13,29,32,3,0,1,15,33,35,906
484074,1359809769,0,1.0,0.0,0.0,0.391549676656723,0.4729006588459015,2328.0,0.9076492786407471,0.0,0.0,-1.0,3.0,23152.1640625,21824.669921875,4,4,1,16,45,53,4,4,2,17,46,54,1155
484074,1439245776,0,1.0,0.0,0.0,0.38980862498283386,0.4475228488445282,1822.0,1.899712085723877,-0.7844168543815613,6.794797897338867,11.963306427001953,3.0,21259.865234375,27088.46484375,5,2,1,7,30,43,5,2,1,10,31,44,925
484074,1965003564,0,1.0,0.0,0.0,0.3326066732406616,0.4367259740829468,2359.0,2.502178192138672,0.30234548449516296,2.8781747817993164,6.406494617462158,4.0,10578.88671875,20650.869140625,9,2,5,24,33,40,10,2,5,27,35,42,1198
484074,2014734664,0,1.0,0.0,0.0,0.4001488983631134,0.46469974517822266,2326.0,0.6345353126525879,1.3409595489501953,5.449191093444824,12.073037147521973,5.0,37867.37109375,32793.90234375,5,0,4,20,38,31,5,0,4,25,42,37,1172
484074,2027819823,0,1.0,0.0,0.0,0.35369184613227844,0.40364885330200195,2562.0,0.11756578087806702,1.105912685394287,2.3208494186401367,3.146329164505005,4.0,29143.115234375,38667.28125,6,3,7,18,36,36,7,3,7,19,37,40,1273
484074,2028659392,0,1.0,0.0,0.0,0.249357208609581,0.32466357946395874,2131.0,1.7254581451416016,-0.24691714346408844,1.977465033531189,3.035383939743042,3.0,27909.01953125,30261.078125,2,3,3,14,38,38,2,4,3,15,41,41,981
484074,2072197974,0,1.0,0.0,0.0,0.3174351751804352,0.3735649883747101,2123.0,0.6691639423370361,-2.1924197673797607,4.577949523925781,5.111268997192383,6.0,33452.74609375,54435.859375,9,5,3,13,33,42,9,5,3,17,40,44,1131
484074,2621080622,0,1.0,0.9582331776618958,0.9582331776618958,0.4013848900794983,0.4862184524536133,3116.0,0.23049825429916382,-0.2993812561035156,3.393986701965332,6.047701835632324,6.0,26850.681640625,22927.240234375,9,5,1,19,60,46,9,5,1,21,64,48,1654
484074,2684633148,0,1.0,0.5940423011779785,0.5940423011779785,0.35953009128570557,0.4359855055809021,2647.0,0.6198310256004333,-1.5705090761184692,3.4496495723724365,1.3858098983764648,5.0,14585.5556640625,21930.537109375,2,4,4,9,45,36,2,4,4,16,51,42,1317
484074,911865205,0,1.0,0.0,0.0,0.3688630163669586,0.43164485692977905,2067.0,2.6040432453155518,-0.8452658653259277,0.8452658653259277,-0.8452658653259277,3.0,13529.2529296875,28480.701171875,5,0,1,12,33,35,5,0,1,17,38,35,1225
484074,1834902112,0,1.0,0.0,0.0,0.2876657247543335,0.3685590922832489,1727.0,0.16658711433410645,0.0,0.0,-1.0,3.0,28030.666015625,66695.4609375,10,2,3,16,42,32,10,2,3,20,47,38,934
484074,1926203129,0,1.0,0.0,0.0,0.4184187352657318,0.5080194473266602,1769.0,0.5147186517715454,-1.8636265993118286,5.332712650299072,2.386904001235962,3.0,31370.376953125,44320.61328125,3,8,3,19,34,34,3,9,4,28,39,40,1004
484074,1945691676,0,1.0,0.0,0.0,0.3404638469219208,0.4168345034122467,1868.0,2.8191208839416504,-0.48998522758483887,4.913504600524902,4.325387001037598,4.0,2695.96240234375,43325.078125,8,2,4,17,40,40,8,2,4,19,41,42,953
484074,973104439,0,1.0,0.0,0.0,0.32331275939941406,0.41422590613365173,2651.0,0.39596444368362427,0.13838733732700348,2.5340521335601807,4.542827606201172,3.0,34835.9296875,22257.9609375,4,3,2,12,49,36,4,3,2,14,50,39,1286
484074,999222427,0,1.0,0.0,0.0,0.3840338885784149,0.45053648948669434,1600.0,2.502448558807373,-1.353373646736145,4.827516555786133,4.072427272796631,6.0,30178.650390625,36470.41015625,2,3,5,5,24,40,2,3,6,5,24,40,906
484074,1321456558,0,1.0,0.0,0.0,0.38194310665130615,0.4171254634857178,2200.0,1.1551295518875122,-0.33285343647003174,4.044549465179443,7.307616233825684,5.0,26204.7734375,37547.7578125,6,1,5,10,32,34,6,1,5,11,34,39,1183
484074,1340753239,0,1.0,0.0,0.0,0.38408946990966797,0.44708314538002014,1970.0,1.365006923675537,0.3697707951068878,2.515805244445801,5.60831880569458,3.0,22218.28125,26335.171875,6,2,2,5,46,45,6,2,2,10,48,47,927
484074,1461745475,0,1.0,0.0,0.0,0.3062326908111572,0.36708131432533264,2478.0,0.3023059368133545,0.1019989475607872,3.599323272705078,4.517633438110352,3.0,37663.6015625,20903.529296875,3,2,0,8,51,34,3,2,0,10,56,36,1211
484074,1469188157,0,1.0,0.0,0.0,0.32028448581695557,0.3858792781829834,1921.0,0.7916948795318604,0.0,0.0,-1.0,5.0,21770.859375,23307.501953125,3,3,1,11,42,32,3,3,1,11,42,32,931
484074,1467136735,0,1.0,0.0,0.0,0.3576902449131012,0.440880686044693,2317.0,0.6256287693977356,1.5557100772857666,1.7238582372665405,2.298309087753296,5.0,38340.9609375,24992.03515625,6,1,3,13,37,38,6,1,3,17,37,39,1182
476730,440242284,0,1.0,0.0,0.0,0.2674168646335602,0.34406542778015137,1898.0,0.47098028659820557,-1.1888147592544556,3.0536208152770996,0.7231632471084595,3.0,24417.392578125,25074.248046875,8,5,0,15,44,42,8,5,0,19,45,45,902
476730,474000720,0,1.0,0.0,0.0,0.30548393726348877,0.40853285789489746,2076.0,0.13909006118774414,2.223623275756836,3.331305503845215,7.15881872177124,6.0,0.0,51241.7265625,5,3,6,8,41,38,5,3,6,12,43,41,993
476730,461953140,0,1.0,0.0,0.0,0.49927473068237305,0.5866191387176514,1601.0,3.131582021713257,1.2856992483139038,1.296066403388977,1.4801509380340576,5.0,26870.90625,30326.75,8,2,6,19,30,32,8,2,6,21,33,33,911
476730,382120387,0,1.0,0.0,0.0,0.3429878354072571,0.4455910325050354,1821.0,1.204129934310913,-2.0536692142486572,4.456177234649658,2.384711742401123,3.0,35002.3203125,41115.8515625,3,5,3,14,41,44,3,5,3,18,46,47,970
476730,401078377,0,1.0,0.0,0.0,0.43980178236961365,0.507613480091095,2481.0,2.3033649921417236,0.0,0.0,-1.0,3.0,35816.09765625,42840.66015625,7,7,8,6,51,33,7,7,8,7,51,36,950
474657,1370879285,0,1.0,0.708403468132019,0.7084035277366638,0.3751160502433777,0.48594507575035095,2231.0,0.7126734256744385,-1.460830807685852,3.9955570697784424,4.6793999671936035,3.0,23637.34765625,23602.955078125,5,2,4,9,24,35,5,2,4,9,26,36,1225
474657,1763013099,0,1.0,0.0,0.0,0.29689088463783264,0.3651009798049927,2404.0,0.07956552505493164,0.2728376090526581,3.42201566696167,6.0908074378967285,3.0,19298.341796875,26659.185546875,1,3,1,10,39,39,1,3,1,12,39,41,1138
474657,1313521522,0,1.0,0.0,0.0,0.4572952091693878,0.5365707278251648,2540.0,0.38579222559928894,1.7176172733306885,3.8980250358581543,7.53342866897583,5.0,23035.8515625,38131.69140625,2,1,4,16,36,35,2,1,4,16,37,36,1351
474657,997543166,0,1.0,0.0,0.0,0.4985761344432831,0.5795510411262512,2533.0,0.2360844612121582,0.7318820953369141,2.122079849243164,3.4535858631134033,3.0,32370.330078125,39647.87890625,7,4,4,8,40,44,7,4,4,9,42,44,1406
474657,885932211,0,1.0,0.0,0.0,0.328535795211792,0.35693415999412537,1931.0,0.19687747955322266,1.1433542966842651,1.988218903541565,4.060999870300293,5.0,20938.822265625,31221.9765625,5,2,5,6,42,39,6,2,5,7,47,42,1091
474657,2188048530,0,1.0,0.0,0.0,0.38414081931114197,0.4486108422279358,2356.0,0.48030292987823486,0.0,0.0,-1.0,4.0,23781.744140625,53722.328125,2,2,1,4,39,34,2,2,1,7,43,37,1281
474657,2199515742,0,1.0,0.0,0.0,0.3215404450893402,0.38958337903022766,1983.0,0.17970967292785645,-0.8126225471496582,4.436542987823486,3.8122079372406006,3.0,31343.013671875,28354.23828125,1,1,1,10,41,33,1,1,1,12,45,37,961
474657,1901910125,0,1.0,0.0,0.0,0.3717154562473297,0.4747399091720581,1710.0,0.09139406681060791,1.0597589015960693,4.635052680969238,7.801000118255615,3.0,31734.22265625,36656.78125,3,1,0,19,32,35,3,1,0,23,38,37,929
474657,2327140257,0,1.0,0.0,0.0,0.39688733220100403,0.44772422313690186,1774.0,2.3987765312194824,0.0,0.0,-1.0,3.0,0.0,35499.2265625,5,1,2,12,30,34,5,1,2,13,35,35,941
474657,2074248713,0,1.0,0.0,0.0,0.4979821443557739,0.5675135254859924,2600.0,0.8152191638946533,2.2210919857025146,7.136776447296143,10.336899757385254,3.0,14714.8193359375,40752.765625,2,1,1,14,47,32,2,1,1,14,47,32,1019
474657,1104896080,0,1.0,0.0,0.0,0.3110930025577545,0.39582398533821106,1834.0,3.07995343208313,0.0,0.0,-1.0,4.0,39241.5703125,23245.6875,3,1,5,19,40,37,3,1,5,21,41,37,902
474657,1217639431,0,1.0,0.0,0.0,0.37257111072540283,0.4543989598751068,2171.0,0.2976870536804199,-1.2949285507202148,1.3191524744033813,-1.0432873964309692,4.0,25068.90625,39284.20703125,7,2,2,15,47,39,7,2,3,16,47,40,1113
474657,1424347373,0,1.0,0.0,0.0,0.33933988213539124,0.424662709236145,1822.0,0.8791863322257996,-0.15658561885356903,4.728452682495117,5.852924823760986,3.0,38530.4140625,40696.078125,3,0,2,9,30,36,4,1,2,10,37,40,1007
474657,2497217239,0,1.0,0.0,0.0,0.28942814469337463,0.3644099831581116,1738.0,0.0035895109176635742,0.7645085453987122,2.1554465293884277,4.815351963043213,3.0,20640.1875,39321.95703125,1,2,3,10,21,32,1,2,3,10,23,35,905
474657,2291384366,0,1.0,0.0,0.0,0.3899102210998535,0.42358464002609253,2728.0,0.27393245697021484,0.0,0.0,-1.0,3.0,22138.873046875,41311.765625,6,5,4,11,31,31,8,6,4,11,32,34,1355
474657,2301430333,0,1.0,0.0,0.0,0.3799487352371216,0.47229963541030884,1903.0,2.3705856800079346,0.9431496858596802,1.8571733236312866,3.3120009899139404,3.0,24591.53515625,33283.62109375,5,3,1,9,46,37,5,3,1,10,53,46,1090
474657,2318003235,0,1.0,0.30189627408981323,0.30189627408981323,0.3134860098361969,0.3745878338813782,2014.0,0.6020902395248413,-0.2561940848827362,2.8212532997131348,2.2340314388275146,3.0,34713.234375,29980.521484375,1,1,2,6,36,46,1,1,2,7,39,51,1126
474657,1153019347,0,1.0,0.0,0.0,0.30186763405799866,0.379495769739151,1841.0,0.34624266624450684,1.6752649545669556,2.166996479034424,3.158129930496216,3.0,22021.5859375,30102.8046875,7,3,4,11,48,44,7,3,4,14,50,45,918
474657,745432960,0,1.0,0.0,0.0,0.28825560212135315,0.3755289614200592,2152.0,0.279111385345459,2.013502836227417,2.013502836227417,2.013502836227417,6.0,39650.48828125,69838.2265625,5,1,2,13,51,43,5,1,2,20,54,45,1017
474657,985237118,0,1.0,0.0,0.0,0.34292954206466675,0.3971070945262909,2194.0,1.155906081199646,0.5425273776054382,5.148271083831787,8.185590744018555,3.0,38619.78125,42012.609375,6,3,4,16,41,40,7,3,4,24,43,44,1151
474657,487656258,0,1.0,0.0,0.0,0.35695451498031616,0.43437331914901733,2642.0,0.24379944801330566,0.09645470976829529,4.448054790496826,7.796945571899414,4.0,35552.23828125,37352.5078125,6,1,3,16,44,46,6,1,3,20,45,51,1369
474657,2894371764,0,1.0,0.0,0.0,0.30821841955184937,0.38311800360679626,2093.0,0.07348513603210449,0.6156306266784668,1.9170444011688232,4.7727370262146,4.0,0.0,47033.10546875,8,0,1,5,40,34,8,0,1,5,41,37,1105
474657,2899079674,0,1.0,0.0,0.0,0.3108276128768921,0.38539010286331177,1533.0,0.0060079097747802734,-1.1819804906845093,1.8315154314041138,0.4020138084888458,3.0,22844.375,21721.9296875,4,2,1,9,24,31,4,2,1,11,29,32,936
474657,2171700750,0,1.0,0.0,0.0,0.38332536816596985,0.48578283190727234,2600.0,0.2708662748336792,0.0,0.0,-1.0,5.0,0.0,28707.958984375,2,4,2,4,43,31,2,4,2,7,50,33,1439
474657,2175203132,0,1.0,0.0,0.0,0.27317914366722107,0.3710065186023712,2068.0,0.08857142925262451,-0.8125370144844055,4.106228828430176,3.8446481227874756,3.0,35685.92578125,45609.53125,5,3,4,14,31,33,5,3,4,15,31,35,966
474657,3182153946,0,1.0,0.0,0.0,0.28028708696365356,0.3399679660797119,2322.0,2.3939433097839355,0.9531000852584839,0.9531000852584839,0.9531000852584839,6.0,0.0,39616.83984375,6,3,2,3,36,37,6,4,3,7,36,38,1165
474657,2809010554,0,1.0,0.0,0.0,0.3801340162754059,0.4505872428417206,2574.0,0.670870304107666,0.0,0.0,-1.0,3.0,38560.78125,44763.5625,4,3,0,5,49,35,4,3,0,6,49,36,1425
474657,3174897397,0,1.0,0.0,0.0,0.3813258409500122,0.4310619533061981,1743.0,0.03314387798309326,0.0,0.0,-1.0,4.0,32756.447265625,28100.51171875,1,1,1,5,43,31,1,1,1,6,43,32,929
474657,2634565459,0,1.0,0.0,0.0,0.32137027382850647,0.3935699760913849,1847.0,0.8114988803863525,-1.1444239616394043,3.211169481277466,1.1302614212036133,3.0,21842.34765625,28218.109375,1,2,1,9,23,34,1,2,1,10,23,35,1070
474657,3344638822,0,1.0,0.0,0.0,0.35291168093681335,0.42721712589263916,2124.0,0.3109733462333679,0.0,0.0,-1.0,4.0,32174.3828125,29282.353515625,2,0,1,3,24,33,2,0,1,5,24,36,1114
474657,3410080620,0,1.0,0.8805102705955505,0.8805102705955505,0.31080272793769836,0.3755393624305725,2210.0,2.128587245941162,0.18096396327018738,1.441323161125183,4.758876800537109,5.0,28606.2421875,30573.751953125,2,1,1,11,28,45,2,1,1,13,28,48,1161
474657,3251000092,0,1.0,0.0,0.0,0.3791416585445404,0.4490198791027069,3083.0,0.1954479217529297,0.549512505531311,2.365506410598755,5.841601848602295,4.0,13142.380859375,41861.546875,3,0,0,10,33,39,3,0,0,23,36,41,1808
474657,3057196183,0,1.0,0.0,0.0,0.3699578046798706,0.45588555932044983,1931.0,0.25581276416778564,0.983808159828186,1.5036224126815796,2.155369281768799,6.0,31275.658203125,28788.2109375,6,0,2,6,27,33,6,0,2,7,29,35,1070
474657,3408669751,0,1.0,0.0,0.0,0.24018800258636475,0.3010694682598114,2320.0,0.23826172947883606,-1.0048911571502686,3.4895246028900146,3.3564555644989014,4.0,25512.9453125,36990.53125,1,1,1,5,48,34,1,1,1,7,48,36,1233
474657,3422920208,0,1.0,0.0,0.0,0.34531643986701965,0.4103596806526184,2526.0,0.03350949287414551,-0.07664146274328232,2.01464581489563,2.8302500247955322,4.0,0.0,88025.6953125,4,3,2,8,41,35,4,3,2,10,45,41,1200
473747,1366303645,0,1.0,0.0,0.0,0.3540647625923157,0.428849995136261,1805.0,1.7613927125930786,1.1903953552246094,4.595437049865723,12.160137176513672,3.0,0.0,30795.201171875,3,0,0,10,35,39,4,0,0,11,35,39,980
473747,1604168446,0,1.0,0.0,0.0,0.3645821809768677,0.4498613774776459,2101.0,1.084531307220459,0.8193318843841553,6.224868297576904,15.341489791870117,3.0,28875.37109375,39094.296875,4,2,5,18,33,36,4,2,6,24,42,43,1022
473747,1610485326,0,1.0,0.0,0.0,0.2836516499519348,0.3383922576904297,2156.0,0.910862386226654,-0.6960779428482056,2.9173600673675537,3.2754459381103516,3.0,37086.10546875,59011.4609375,6,4,3,18,45,40,6,4,4,25,48,44,1008
473747,823141770,0,1.0,0.5654168725013733,0.5654169321060181,0.38983941078186035,0.4926317036151886,2216.0,0.6423965692520142,1.7570840120315552,2.557605743408203,4.982980251312256,3.0,0.0,45046.42578125,5,1,5,8,31,42,5,1,5,9,41,48,1237
473747,1260766670,0,1.0,0.0,0.0,0.34830814599990845,0.4433692693710327,1877.0,0.7535452842712402,0.01771624945104122,8.725088119506836,6.473762035369873,4.0,23213.533203125,30160.744140625,4,3,3,9,38,38,4,3,3,13,40,40,990
473747,1231269199,0,1.0,0.0,0.0,0.5222837924957275,0.5819051265716553,1911.0,0.44966089725494385,2.4124703407287598,3.9757978916168213,7.7152228355407715,3.0,37715.984375,48178.578125,6,1,1,16,51,52,6,1,1,19,54,56,906
473747,1009967356,0,1.0,0.0,0.0,0.29288285970687866,0.3993038833141327,1972.0,0.7134732007980347,-0.30343881249427795,2.809337615966797,3.1506950855255127,3.0,20981.193359375,39229.83984375,4,1,2,10,38,34,5,2,2,13,38,35,1076
473747,2151113411,0,1.0,0.0,0.0,0.35378220677375793,0.42248743772506714,2463.0,0.30153441429138184,1.135353684425354,2.589301824569702,4.949530601501465,4.0,39122.77734375,73239.2109375,6,6,4,20,47,44,6,6,4,29,55,54,1077
473747,1555401401,0,1.0,0.0,0.0,0.33612653613090515,0.41637080907821655,1821.0,0.5158270597457886,0.15884368121623993,2.5721380710601807,4.967497825622559,4.0,29608.3515625,20944.818359375,4,9,4,13,36,32,4,9,4,15,40,37,909
473747,2012061798,0,1.0,0.7512623071670532,0.7512623071670532,0.40242666006088257,0.4379079043865204,2079.0,2.9059865474700928,0.0,0.0,-1.0,3.0,15958.1591796875,36968.8203125,1,2,2,9,31,38,1,2,2,9,33,44,1082
473747,1136951194,0,1.0,0.0,0.0,0.36111417412757874,0.42459651827812195,1915.0,0.21214020252227783,2.3772382736206055,4.607203483581543,13.733438491821289,6.0,0.0,32868.89453125,8,2,9,14,35,52,8,2,9,19,38,60,928
473747,1293676235,0,1.0,0.0,0.0,0.35499536991119385,0.42260265350341797,2319.0,0.18165212869644165,0.0,0.0,-1.0,3.0,27993.359375,24348.318359375,3,5,2,10,45,40,3,5,2,12,47,41,1250
473747,1385140546,0,1.0,0.0,0.0,0.40774211287498474,0.49250364303588867,2383.0,0.839045524597168,3.42193603515625,3.42193603515625,3.42193603515625,4.0,39735.3671875,48925.23046875,12,7,0,8,34,35,12,7,0,12,36,37,1215
473747,1806964754,0,1.0,0.0,0.0,0.3905654847621918,0.4702475666999817,2177.0,0.3632148504257202,0.0,0.0,-1.0,3.0,32204.001953125,39903.43359375,4,3,7,12,41,39,4,3,7,12,45,40,1034
473747,1862496295,0,1.0,0.0,0.0,0.3564208149909973,0.4350757896900177,3768.0,0.07488036155700684,-0.7414515018463135,6.296424388885498,9.794071197509766,4.0,38630.9765625,86424.7890625,3,4,4,26,45,36,3,4,4,27,55,36,1681
473747,1969654561,0,1.0,0.0,0.0,0.4006280303001404,0.4544539153575897,2083.0,0.12134888768196106,0.0,0.0,-1.0,5.0,32372.91015625,21443.671875,7,5,5,31,23,37,7,5,5,33,24,38,972
473747,1970574787,0,1.0,0.0,0.0,0.23062695562839508,0.30950385332107544,2001.0,0.8384506702423096,-1.251999020576477,1.733697533607483,0.9220989942550659,3.0,15780.84375,31402.787109375,5,0,2,10,42,34,5,0,2,11,44,35,920
473747,846198081,0,1.0,0.0,0.0,0.3455601930618286,0.42812225222587585,2591.0,2.09220027923584,0.5060288310050964,1.7414816617965698,3.3234620094299316,3.0,0.0,40377.52734375,8,2,6,13,35,31,8,2,6,13,39,33,1219
473747,1851665155,0,1.0,0.0,0.0,0.41559329628944397,0.48752129077911377,2007.0,2.9457058906555176,-1.2104638814926147,4.006758689880371,3.6353750228881836,5.0,13212.6728515625,32932.34765625,3,1,4,20,31,34,3,1,4,21,33,39,1024
473747,1178782882,0,1.0,0.0,0.0,0.33086279034614563,0.42432066798210144,2459.0,0.07184052467346191,0.8989134430885315,2.8142826557159424,6.7216081619262695,3.0,0.0,23032.009765625,2,3,2,18,43,35,2,3,2,22,45,36,1116
473747,1649524415,0,1.0,0.5992822647094727,0.7015489339828491,0.3447374999523163,0.4277441203594208,2028.0,1.1703697443008423,-0.7979522347450256,4.478774547576904,6.198406219482422,5.0,23389.373046875,30414.7734375,2,1,6,8,40,50,2,1,6,12,45,52,992
473747,1207803076,0,1.0,0.0,0.0,0.2597540020942688,0.32117384672164917,3328.0,2.422025680541992,-1.9030245542526245,2.6052961349487305,0.7379429340362549,5.0,18836.984375,26343.58984375,7,1,4,20,65,40,7,1,4,23,70,41,1609
473747,1954710181,0,1.0,0.0,0.0,0.36652958393096924,0.4225156605243683,1861.0,0.12314268946647644,1.8534914255142212,4.50654411315918,11.422286033630371,3.0,38451.265625,37295.1796875,8,3,3,18,29,31,8,3,3,21,29,34,979
473747,2949385501,0,1.0,0.7031199932098389,0.7031199932098389,0.3355606198310852,0.42379090189933777,1609.0,2.510880708694458,-0.6315084099769592,3.2217774391174316,3.7907400131225586,4.0,0.0,22030.328125,6,2,3,11,31,33,6,2,3,11,32,34,904
473747,2238545261,0,1.0,0.0,0.0,0.33270159363746643,0.4425409734249115,2417.0,0.4056131839752197,1.7303873300552368,3.298527717590332,9.474637985229492,5.0,9450.154296875,34119.69140625,7,4,2,18,48,61,7,4,2,24,53,67,1265
473747,2500477782,0,1.0,0.0,0.0,0.31239941716194153,0.3874000310897827,1880.0,0.16858601570129395,0.0,0.0,-1.0,3.0,13170.962890625,31646.53125,2,1,2,21,35,34,2,1,2,25,38,36,942
473747,1920332153,0,1.0,0.0,0.0,0.3723216652870178,0.42572298645973206,1920.0,1.7379891872406006,0.4869683086872101,1.2196718454360962,2.535304307937622,7.0,29561.826171875,33519.6640625,1,3,2,11,34,36,1,3,2,12,38,41,1072
