runNumber,eventNumber,mcChannelNumber,eventWeight,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s
410000,110328,537838,1.778458491585866e-10,0.9276725053787231,0.9276725053787231,0.233970507979393,0.34662380814552307,3495.0,0.3683466911315918,0.0,0.0,-1.0,3.0,71332.3515625,65806.6328125,10,34,21,11,3,6,10,34,21,11,4,7,2570
410000,55219,537838,1.3934862985731655e-10,0.5770074129104614,0.5770074129104614,0.32905134558677673,0.4141616225242615,1894.0,0.3870179057121277,0.0,0.0,-1.0,6.0,255492.4375,256923.59375,1,30,41,6,1,2,1,33,44,10,2,3,1317
410000,6483,537838,6.555322396017971e-10,0.0,0.0,0.29872751235961914,0.38464900851249695,2253.0,2.7239632606506348,4.453925132751465,5.983215808868408,9.612000465393066,3.0,54210.1484375,47637.77734375,4,22,22,9,3,3,4,25,23,12,4,4,1533
410000,80752,537838,3.498463185813705e-10,0.0,0.0,0.2444806694984436,0.2704334259033203,4079.0,0.2562103271484375,0.0,0.0,-1.0,7.0,63656.62890625,49028.12109375,5,29,27,6,1,1,5,31,29,7,2,2,2908
410000,5176,537838,1.5842722966841194e-10,0.0,0.0,0.23395568132400513,0.2731623351573944,3799.0,0.20545423030853271,0.0,0.0,-1.0,10.0,187736.953125,183045.359375,2,21,23,7,3,3,3,22,25,7,4,4,2740
410000,85992,537838,2.477367477826675e-10,0.0,0.0,0.25729548931121826,0.2897808253765106,5029.0,0.46702176332473755,0.0,0.0,-1.0,7.0,97525.1484375,95327.421875,6,19,16,3,2,1,11,23,19,3,3,2,3608
410000,85938,537838,2.0569354552968377e-10,0.4382260739803314,0.4696325957775116,0.33318889141082764,0.4121822416782379,3995.0,0.8978033065795898,0.0,0.0,-1.0,11.0,108291.734375,96849.0234375,10,15,17,8,4,24,14,17,18,8,4,25,2673
410000,53447,537838,1.734840604505905e-10,0.0,0.0,0.3508950471878052,0.4041157066822052,3365.0,1.3325833082199097,0.0,0.0,-1.0,4.0,27804.392578125,30303.65625,12,20,18,6,2,3,13,21,18,6,2,4,2332
410000,107092,537838,4.054460656099934e-10,0.6492979526519775,0.6492979526519775,0.3494057357311249,0.3995274305343628,3210.0,0.8687735199928284,0.0,0.0,-1.0,3.0,79420.6484375,80968.3046875,16,27,26,9,0,0,17,31,29,10,1,2,2417
410000,143079,537838,1.8618849517704206e-10,0.0,0.0,0.27730682492256165,0.35423561930656433,4189.0,0.10261154174804688,0.0,0.0,-1.0,4.0,69695.5078125,57573.87890625,5,18,17,2,1,6,5,20,19,2,1,6,2614
410000,56490,537838,0.0,0.0,0.0,0.2086009532213211,0.2836795747280121,3021.0,0.2106006145477295,-0.6798274517059326,2.9360439777374268,2.19801926612854,3.0,214056.21875,225722.03125,12,16,20,9,5,2,15,17,22,11,7,3,2210
410000,111666,537838,1.8535542545272676e-10,0.0,0.0,0.30415335297584534,0.37345170974731445,3725.0,0.2805922031402588,0.33992207050323486,0.7560843229293823,1.1019678115844727,3.0,110714.8828125,98102.1796875,12,26,20,5,1,4,13,29,23,5,1,5,2846
410000,77430,537838,2.462012815840353e-10,0.0,0.0,0.2706570029258728,0.34296438097953796,2140.0,0.32840508222579956,0.03107384219765663,2.882477283477783,4.015139579772949,5.0,94151.8984375,98236.046875,11,17,21,4,2,3,11,18,22,5,3,3,1483
410000,77470,537838,1.8426833670037723e-10,0.0,0.0,0.2599313259124756,0.285669207572937,4779.0,0.23419976234436035,-2.3179256916046143,4.680156230926514,1.3350000381469727,4.0,193100.359375,190450.65625,5,4,36,6,2,0,5,4,38,6,2,0,3334
410000,119464,537838,1.4704169826185165e-10,0.0,0.0,0.44722357392311096,0.5618852376937866,1850.0,0.19859099388122559,0.0,0.0,-1.0,7.0,164059.734375,187191.765625,5,30,29,8,3,2,5,33,31,8,4,3,1297
410000,58028,537838,1.483009132163815e-10,0.0,0.0,0.2771705687046051,0.3916989862918854,3925.0,0.5905041694641113,0.0,0.0,-1.0,8.0,135144.71875,140960.640625,8,26,31,6,2,6,10,30,33,6,2,6,2795
410000,91889,537838,1.6253426382561997e-10,0.0,0.0,0.3559788465499878,0.4276987314224243,3788.0,0.03229855000972748,0.0,0.0,-1.0,5.0,129857.421875,88930.625,4,10,19,10,0,1,5,11,19,10,0,1,2722
410000,92984,537838,1.9563319020310388e-10,0.0,0.0,0.3142203688621521,0.37473252415657043,1706.0,2.795294761657715,0.0,0.0,-1.0,6.0,22725.119140625,31795.70703125,13,14,16,5,1,1,16,16,17,5,1,1,1246
410000,3021,537838,1.4829368288893363e-10,0.0,0.0,0.31775963306427,0.3788710832595825,2884.0,0.3075711727142334,0.0,0.0,-1.0,6.0,71855.109375,67525.5703125,10,21,19,6,1,1,10,24,22,6,1,2,1945
410000,123461,537838,1.7321254153213061e-10,0.0,0.0,0.3280124068260193,0.3680831491947174,5717.0,0.400073766708374,0.0,0.0,-1.0,6.0,134790.109375,126650.484375,6,20,24,4,3,5,6,22,26,4,3,5,3767
410000,29925,537838,1.7164521193269167e-10,0.0,0.0,0.21264152228832245,0.27775007486343384,3049.0,0.07674050331115723,0.0,0.0,-1.0,6.0,61052.25390625,49532.35546875,6,36,17,4,0,1,6,38,19,4,0,1,2230
410000,127166,537838,4.4119242981199847e-11,0.0,0.0,0.3661847710609436,0.44647514820098877,2422.0,2.136596918106079,2.803156852722168,4.926638603210449,11.231826782226562,3.0,0.0,20288.806640625,28,24,21,8,1,0,30,26,22,10,2,1,1456
410000,117504,537838,0.0,0.0,0.0,0.24615608155727386,0.29753321409225464,1971.0,0.5691807270050049,0.09444955736398697,7.804258823394775,9.20199966430664,4.0,48348.08984375,34075.8359375,16,24,17,14,0,3,16,27,20,14,0,3,1409
410000,20104,537838,1.425923962239395e-10,0.0,0.0,0.3297179341316223,0.3861331641674042,3570.0,0.5584481954574585,0.0,0.0,-1.0,5.0,143150.53125,151467.65625,2,26,28,4,0,0,2,26,28,4,0,0,2389
410000,9659,537838,1.6088563814520285e-10,0.0,0.0,0.22949396073818207,0.3262850046157837,2675.0,0.1631927490234375,0.6161434650421143,1.3603157997131348,1.848618507385254,7.0,116873.359375,126301.1328125,8,15,16,4,0,1,8,17,20,4,0,1,1682
410000,51799,537838,1.2398225501808469e-10,0.0,0.0,0.26941972970962524,0.2874639928340912,4069.0,0.08831977844238281,0.0,0.0,-1.0,4.0,105421.296875,116215.4375,1,8,22,4,1,2,1,8,22,4,1,2,3092
410000,63952,537838,2.410729393886868e-10,0.0,0.0,0.2858212888240814,0.32591909170150757,4096.0,0.6360843181610107,0.0,0.0,-1.0,5.0,31956.87890625,29096.0,8,27,18,3,3,2,8,28,19,4,4,3,3000
410000,107397,537838,8.000741182848797e-14,0.0,0.0,0.1931060254573822,0.25043508410453796,2081.0,0.7638562917709351,0.0,0.0,-1.0,3.0,48582.59765625,50642.0,3,14,16,10,6,4,3,14,16,10,6,5,1579
410000,113963,537838,1.7451418088398896e-10,0.0,0.0,0.14988042414188385,0.18229135870933533,2600.0,0.3145536184310913,0.0,0.0,-1.0,3.0,63703.65625,61901.703125,9,22,22,5,0,1,10,26,25,5,0,1,1837
410000,125153,537838,1.7968204701901414e-10,0.0,0.0,0.35021865367889404,0.4033817648887634,4787.0,0.5074521899223328,6.185847282409668,6.281868934631348,7.28000020980835,4.0,75421.203125,47783.234375,8,29,19,13,4,8,8,29,19,13,5,9,3505
410000,43310,537838,2.1511220582581814e-10,0.0,0.0,0.238333597779274,0.333432137966156,2411.0,0.6371643543243408,0.0,0.0,-1.0,8.0,96183.34375,109478.265625,0,21,19,9,0,1,0,23,21,9,0,1,1737
410000,89735,537838,1.7933417251203565e-10,0.0,0.0,0.21346761286258698,0.27581876516342163,3311.0,0.3355415463447571,0.0,0.0,-1.0,4.0,146592.75,146106.734375,7,24,16,12,2,3,8,25,18,12,2,3,2507
410000,90859,537838,1.357439577409636e-10,0.7718020677566528,0.7719643712043762,0.4653807282447815,0.5302032232284546,8744.0,0.26761627197265625,0.0,0.0,-1.0,6.0,176794.3125,183523.234375,9,19,26,5,4,5,11,22,29,7,5,7,6096
410000,27364,537838,6.268980334844798e-10,0.0,0.0,0.34404823184013367,0.4028606712818146,2304.0,0.3709660768508911,0.0,0.0,-1.0,5.0,80488.546875,80796.7890625,10,19,17,6,0,2,11,22,19,6,0,2,1602
410000,29318,537838,4.733702874126777e-10,0.0,0.0,0.3326895534992218,0.3676396906375885,2424.0,0.12079909443855286,0.0,0.0,-1.0,5.0,22624.232421875,35233.9375,17,16,17,11,6,9,18,18,19,11,8,11,1565
410000,115858,537838,1.7876795876947682e-10,0.0,0.0,0.23623545467853546,0.2993801534175873,4796.0,0.3290119171142578,0.0,0.0,-1.0,5.0,57608.12109375,58027.81640625,3,29,42,6,3,1,3,31,44,7,3,2,3647
410000,121389,537838,1.8527782086330546e-10,0.0,0.0,0.27601855993270874,0.3338070213794708,3930.0,0.012078523635864258,0.0,0.0,-1.0,5.0,97179.0,98788.4609375,8,15,16,6,5,5,8,16,17,6,6,6,2955
410000,72261,537838,4.1656406102319465e-10,0.0,0.0,0.2313852608203888,0.2860778868198395,2308.0,0.49768757820129395,0.0,0.0,-1.0,5.0,40818.0078125,47017.734375,1,16,18,3,1,6,1,16,18,4,2,7,1750
410000,57496,537838,0.0,0.0,0.0,0.222709059715271,0.25267159938812256,2893.0,0.4244626760482788,-11.39553165435791,14.861418724060059,-0.3640640676021576,3.0,45342.8359375,52413.0390625,1,28,20,14,4,7,2,29,21,15,6,8,2132
410000,57602,537838,0.0,0.0,0.0,0.15737955272197723,0.22165241837501526,2997.0,0.6088693737983704,0.0,0.0,-1.0,4.0,72673.0859375,79701.984375,1,21,20,5,0,2,1,23,22,5,0,2,2266
410000,46390,537838,8.003247045119954e-14,0.0,0.0,0.3610095977783203,0.40046724677085876,2541.0,0.6055201292037964,0.0,0.0,-1.0,4.0,82621.546875,91954.8671875,13,21,17,8,1,3,15,23,18,8,2,4,1777
410000,46543,537838,0.0,0.0,0.0,0.27375146746635437,0.3325379490852356,3018.0,0.26841670274734497,0.0,0.0,-1.0,8.0,115330.0859375,105243.25,0,21,26,6,1,6,0,23,27,6,1,6,2283
410000,78528,537838,0.0,0.0,0.0,0.3237740993499756,0.3968307077884674,3361.0,0.11889410018920898,0.0,0.0,-1.0,4.0,51882.21875,56209.08203125,3,38,18,3,1,3,5,38,18,3,1,3,2446
410000,4623,537838,1.6445471373582876e-10,0.0,0.0,0.23703894019126892,0.3100906312465668,4393.0,0.06287908554077148,0.0,0.0,-1.0,7.0,96740.0234375,99718.296875,5,25,25,3,3,3,5,25,25,3,3,3,3140
