runNumber,eventNumber,mcChannelNumber,eventWeight,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s
474679,824709828,0,1.0,0.0,0.0,0.19591884315013885,0.3053174316883087,1614.0,0.08449055254459381,0.0,0.0,-1.0,3.0,37420.06640625,63620.69921875,15,24,17,14,20,14,18,25,19,15,22,14,977
479327,497816678,0,1.0,0.0,0.0,0.18419131636619568,0.19488510489463806,1495.0,0.21901154518127441,0.0,0.0,-1.0,3.0,31248.466796875,29032.267578125,13,22,16,6,11,12,14,22,17,6,12,13,863
474600,307143953,0,1.0,0.0,0.0,0.21113599836826324,0.3050217032432556,2288.0,0.2238975167274475,0.0,0.0,-1.0,5.0,36499.6640625,39535.46875,13,24,17,11,9,14,15,26,19,11,9,14,1256
474600,415675618,0,1.0,0.0,0.0,0.3093487024307251,0.3427833318710327,2067.0,1.4036370515823364,1.4503909349441528,3.673858404159546,8.844742774963379,4.0,37796.48046875,35897.375,6,7,17,8,13,13,12,8,21,9,14,14,1182
473915,432479032,0,1.0,0.0,0.0,0.22569338977336884,0.30987000465393066,1806.0,0.041821956634521484,0.8221222758293152,4.407651424407959,11.592370986938477,3.0,30658.029296875,41791.97265625,5,14,21,11,16,14,6,14,22,11,17,15,1055
476718,1724241886,0,1.0,0.0,0.0,0.2669745981693268,0.33559510111808777,1573.0,0.4044411778450012,3.157886505126953,4.388224124908447,9.317193031311035,3.0,36688.05859375,28992.857421875,8,16,20,12,22,21,11,20,21,14,23,23,829
476718,2226227272,0,1.0,0.0,0.0,0.22380594909191132,0.3100157380104065,2220.0,0.3640087842941284,2.9753823280334473,3.6185142993927,7.213630199432373,3.0,23653.005859375,30914.76171875,9,20,25,12,9,17,10,22,26,12,9,18,1372
476718,474631411,0,1.0,0.0,0.0,0.19492961466312408,0.21316927671432495,1908.0,2.9791224002838135,0.0,0.0,-1.0,3.0,0.0,22170.4921875,9,24,16,17,11,22,9,27,16,21,11,22,1036
480032,1712042247,0,1.0,0.0,0.0,0.2838391363620758,0.33897823095321655,2462.0,0.4803035855293274,2.554685354232788,2.7908642292022705,4.120255470275879,3.0,38045.5234375,40020.5,11,21,18,12,25,17,13,21,18,14,26,18,1143
474600,674697137,0,1.0,0.0,0.0,0.21736504137516022,0.27149733901023865,3951.0,0.2303447723388672,-0.11433467268943787,5.003590106964111,9.994784355163574,3.0,32221.3984375,53266.78515625,6,9,19,14,16,21,10,9,21,19,17,23,2449
474600,1118067649,0,1.0,0.0,0.0,0.29633069038391113,0.3508370816707611,2214.0,0.3867027163505554,0.8348619341850281,0.8957278728485107,1.21239173412323,3.0,21553.822265625,27498.45703125,10,24,22,14,17,18,13,25,24,14,17,18,1295
474600,717426234,0,1.0,0.0,0.0,0.303205281496048,0.35114341974258423,3849.0,2.3010685443878174,-3.476931571960449,6.166421890258789,0.7045180201530457,6.0,24601.79296875,26674.7578125,11,11,16,10,12,17,11,11,16,12,13,19,2244
481865,3553166675,0,1.0,0.0,0.0,0.2338903695344925,0.30699050426483154,2193.0,0.7145989537239075,0.5536577701568604,1.5731016397476196,3.051517963409424,3.0,36508.8203125,22534.064453125,6,23,18,8,10,7,6,25,19,8,10,7,1330
481865,3154074076,0,1.0,0.0,0.0,0.3268505036830902,0.3820575177669525,2142.0,0.5642002820968628,3.25008225440979,4.378017425537109,7.429234981536865,4.0,36551.8203125,33732.80078125,7,11,17,9,12,14,7,12,18,9,13,15,870
484979,3687654405,0,1.0,0.0,0.0,0.19813278317451477,0.26111477613449097,1906.0,0.03785592317581177,-1.0908381938934326,5.793442726135254,8.86172866821289,4.0,32714.7578125,21164.708984375,7,17,20,11,11,8,9,18,20,11,12,8,1176
484979,3168181195,0,1.0,0.0,0.0,0.20915712416172028,0.27593526244163513,2604.0,2.3937814235687256,-1.6051527261734009,2.604322910308838,1.1992952823638916,3.0,24809.142578125,24536.4609375,9,27,17,6,12,17,11,28,19,6,13,18,1286
480283,357090182,0,1.0,0.0,0.0,0.18712997436523438,0.2672658860683441,1611.0,1.5940312147140503,1.356735348701477,4.005581378936768,6.517254829406738,4.0,22076.05078125,24262.03125,9,28,16,17,12,19,11,30,17,19,15,21,1082
485051,1196474678,0,1.0,0.0,0.0,0.20226594805717468,0.24488534033298492,1670.0,0.020887255668640137,0.0,0.0,-1.0,3.0,39530.3203125,49351.78515625,10,22,25,13,18,19,12,24,26,15,18,19,1012
481138,707325186,0,1.0,0.0,0.0,0.38777250051498413,0.4254206717014313,2366.0,1.2050434350967407,-0.4997999966144562,0.4997999966144562,-0.4997999966144562,3.0,11557.12890625,33802.17578125,10,35,17,9,14,7,10,35,17,9,14,7,1283
481138,1049063694,0,1.0,0.0,0.0,0.2855149805545807,0.3502887487411499,2593.0,2.6869068145751953,-2.825052261352539,8.830866813659668,6.346639156341553,4.0,30466.759765625,26206.896484375,7,24,18,17,13,12,8,24,19,17,14,12,1659
479327,878281615,0,1.0,0.0,0.0,0.2732998728752136,0.35105282068252563,1955.0,0.30536991357803345,0.0,0.0,-1.0,3.0,36653.2734375,34533.72265625,9,8,22,10,23,20,16,12,27,12,25,20,921
479598,1041643215,0,1.0,0.0,0.0,0.20943155884742737,0.26413610577583313,2269.0,2.569606065750122,1.6771514415740967,4.976010799407959,10.928441047668457,5.0,27106.435546875,23240.0390625,8,18,21,13,18,19,16,24,24,14,18,19,1357
473915,2001600520,0,1.0,0.0,0.0,0.2919100224971771,0.346727192401886,1985.0,0.13467079401016235,0.0,0.0,-1.0,5.0,34781.0,22110.716796875,8,9,16,10,2,15,9,12,17,12,2,15,1072
473617,1227905266,0,1.0,0.0,0.0,0.2501888871192932,0.30535149574279785,2303.0,0.5119631290435791,0.0,0.0,-1.0,3.0,30253.908203125,26426.671875,6,30,26,9,11,8,6,30,26,9,12,9,1443
483767,107161128,0,1.0,0.0,0.0,0.30419594049453735,0.3734385371208191,1817.0,2.4099392890930176,-4.306510925292969,4.306510925292969,-4.306510925292969,4.0,26214.32421875,55180.03515625,11,7,19,11,11,7,19,7,19,11,11,7,1003
480219,1677249321,0,1.0,0.0,0.0,0.24169273674488068,0.3115633726119995,1929.0,2.0958170890808105,-2.144608736038208,5.441747188568115,3.5130724906921387,3.0,0.0,25257.6171875,18,17,16,4,14,12,19,19,20,5,14,12,943
480219,647622565,0,1.0,0.0,0.0,0.20606845617294312,0.22140727937221527,1908.0,0.7483893632888794,0.5263921022415161,0.5263921022415161,0.5263921022415161,4.0,25691.125,21261.16015625,9,10,30,14,22,16,10,10,31,19,25,19,1179
484780,2948123236,0,1.0,0.0,0.0,0.2350478619337082,0.2912476062774658,3550.0,0.2750406265258789,0.0,0.0,-1.0,3.0,30145.6796875,35914.57421875,6,15,18,13,16,7,6,15,18,17,16,7,2116
484780,2187510943,0,1.0,0.0,0.0,0.19259028136730194,0.2908584773540497,2216.0,2.2012112140655518,-0.31524205207824707,0.31524205207824707,-0.31524205207824707,3.0,10658.666015625,33971.7734375,7,12,26,16,15,23,10,13,28,19,16,23,1174
484780,182470696,0,1.0,0.0,0.0,0.1289398968219757,0.18432565033435822,1658.0,0.17984890937805176,-2.761343479156494,4.141993522644043,0.3259035348892212,3.0,19549.296875,24852.013671875,2,8,17,6,10,14,2,9,18,6,10,14,956
484780,1411937329,0,1.0,0.0,0.0,0.19301466643810272,0.2119923233985901,1716.0,0.020550131797790527,1.2123860120773315,3.7574610710144043,10.077634811401367,3.0,0.0,23549.94921875,10,17,16,11,12,12,12,17,18,13,14,14,807
474770,906787934,0,1.0,0.0,0.0,0.20599116384983063,0.24259033799171448,1910.0,2.4498465061187744,0.0,0.0,-1.0,3.0,6129.24462890625,21588.580078125,3,13,16,15,16,13,8,15,18,19,17,13,1007
474770,656662482,0,1.0,0.0,0.0,0.1706220805644989,0.23668649792671204,2280.0,0.3636986315250397,1.6319175958633423,5.049161911010742,11.616805076599121,4.0,20792.443359375,40428.953125,9,16,16,18,15,14,15,17,17,21,15,14,1251
473959,2199173429,0,1.0,0.0,0.0,0.17137031257152557,0.26055124402046204,1453.0,0.5121152400970459,0.021173477172851562,3.3102617263793945,3.499678134918213,3.0,34972.66796875,39902.953125,3,20,28,24,14,10,3,21,29,27,15,11,842
474509,1098387284,0,1.0,0.0,0.0,0.3504539728164673,0.42495059967041016,2118.0,1.26889169216156,0.0,0.0,-1.0,3.0,35737.4140625,44022.0859375,4,8,19,11,15,4,5,8,20,12,15,4,1122
480032,708873090,0,1.0,0.0,0.0,0.28819799423217773,0.3600238859653473,2076.0,0.3200913667678833,0.0,0.0,-1.0,3.0,24111.306640625,31462.64453125,16,19,16,10,16,24,19,21,16,10,16,24,1068
480032,1148766982,0,1.0,0.0,0.0,0.19501224160194397,0.2762342393398285,1794.0,2.9881200790405273,0.0,0.0,-1.0,3.0,7649.1728515625,23940.615234375,6,16,19,14,14,18,6,16,19,15,17,20,1172
477037,3506406887,0,1.0,0.0,0.0,0.22400182485580444,0.2472306191921234,1838.0,0.14676356315612793,1.2438716888427734,3.1547882556915283,4.667316913604736,3.0,11595.33984375,24173.619140625,9,4,18,11,12,14,10,4,18,13,14,16,1091
476718,776255181,0,1.0,0.0,0.0,0.19549024105072021,0.28607791662216187,1479.0,3.031668186187744,0.5050991773605347,1.6187275648117065,2.3291492462158203,4.0,27888.0390625,20576.759765625,13,12,17,10,20,14,16,16,17,13,22,16,862
474600,1318102476,0,1.0,0.0,0.0,0.23278717696666718,0.25639253854751587,1700.0,0.7752735614776611,3.497433662414551,6.089724063873291,9.570544242858887,3.0,16657.37109375,26345.140625,19,15,16,4,10,9,23,15,16,4,10,9,812
479710,782971598,0,1.0,0.0,0.0,0.3453421890735626,0.43821489810943604,1821.0,0.1145440936088562,-8.295380592346191,8.295380592346191,-8.295380592346191,3.0,29472.146484375,41525.36328125,7,11,18,16,12,16,10,14,20,19,14,17,849
480283,1388724476,0,1.0,0.0,0.0,0.15967045724391937,0.2822153866291046,1709.0,0.10952490568161011,1.0700535774230957,2.6546218395233154,5.099364757537842,4.0,0.0,32307.880859375,7,21,17,13,14,15,7,26,20,13,16,17,895
480283,2030583243,0,1.0,0.0,0.0,0.16156718134880066,0.22559770941734314,1675.0,1.1401290893554688,0.0,0.0,-1.0,3.0,27894.99609375,27209.142578125,6,12,16,17,14,10,9,15,22,23,16,12,930
480283,1586184946,0,1.0,0.9408178925514221,0.9408178925514221,0.2687166631221771,0.3721761405467987,1984.0,0.1856687068939209,0.06516462564468384,5.957440376281738,8.453560829162598,3.0,39471.6171875,41078.1171875,6,9,16,17,15,8,14,12,18,19,18,10,850
485051,2768117249,0,1.0,0.0,0.0,0.25489121675491333,0.329217791557312,1883.0,0.11909222602844238,1.4093363285064697,2.2590765953063965,5.364191055297852,5.0,15515.845703125,38080.1328125,6,21,20,15,19,12,7,25,21,17,20,13,938
485051,1793490477,0,1.0,0.0,0.0,0.22911442816257477,0.2774583101272583,2149.0,0.2951222062110901,-1.2513411045074463,9.409585952758789,12.521435737609863,4.0,26764.6796875,30394.912109375,7,25,19,16,12,15,8,26,22,19,13,16,1037
479885,1658997827,0,1.0,0.0,0.0,0.2601126730442047,0.34362590312957764,2005.0,0.31270521879196167,-1.7394993305206299,5.170947551727295,8.876255989074707,4.0,35018.6171875,78834.90625,10,28,17,2,20,25,10,31,20,2,20,25,1124
480481,1467653954,0,1.0,0.0,0.0,0.15934771299362183,0.2606654763221741,1721.0,0.39705443382263184,0.0,0.0,-1.0,3.0,37393.80859375,26788.369140625,15,18,23,15,9,17,16,21,25,15,10,18,973
481277,311838884,0,1.0,0.0,0.0,0.23588301241397858,0.34687408804893494,1865.0,0.15492111444473267,0.33701521158218384,0.9633981585502625,1.2395431995391846,4.0,30357.603515625,34248.890625,7,28,20,16,17,22,7,28,20,17,24,30,1115
483398,703731219,0,1.0,0.0,0.0,0.23435302078723907,0.3007805049419403,2863.0,0.04290652275085449,0.0,0.0,-1.0,4.0,30375.552734375,26109.353515625,5,12,25,10,11,13,5,12,27,12,13,15,1703
483398,712339708,0,1.0,0.0,0.0,0.24498413503170013,0.2715706527233124,2551.0,0.44287699460983276,0.0,0.0,-1.0,5.0,21246.931640625,49684.359375,5,25,25,9,20,13,5,25,25,13,22,13,1297
484191,1128180024,0,1.0,0.0,0.0,0.21384766697883606,0.3324654698371887,1639.0,2.707141637802124,2.7476003170013428,5.028122901916504,9.387338638305664,3.0,25135.48828125,28252.708984375,8,7,17,12,18,12,12,9,18,13,18,12,835
484191,239159390,0,1.0,0.0,0.0,0.15539634227752686,0.26581546664237976,2457.0,0.46178126335144043,0.22756141424179077,3.04465389251709,5.054520130157471,3.0,30019.734375,35568.6484375,13,20,16,13,11,15,15,22,17,16,13,16,1403
484191,1010753871,0,1.0,0.0,0.0,0.2892897129058838,0.3306797444820404,2233.0,0.10356569290161133,-4.836099624633789,6.32560396194458,-0.6325849294662476,4.0,24811.16796875,30960.685546875,8,15,16,16,15,19,8,17,18,16,17,21,1050
474448,1454137832,0,1.0,0.0,0.0,0.24450457096099854,0.2696266770362854,2029.0,0.166235089302063,1.279220461845398,4.069661617279053,7.754842281341553,3.0,23709.54296875,21813.61328125,8,8,21,11,15,13,9,9,21,12,15,14,1031
484979,977240683,0,1.0,0.0,0.0,0.26725438237190247,0.2824971675872803,3817.0,0.8922467231750488,0.0,0.0,-1.0,5.0,30058.7265625,43700.21484375,9,32,23,14,14,14,9,32,23,14,15,15,2206
481638,772866812,0,1.0,0.0,0.0,0.23105305433273315,0.2923761308193207,2128.0,1.8099191188812256,-0.3376716673374176,2.875148057937622,2.771095037460327,3.0,26251.021484375,39651.1328125,13,17,19,18,10,13,20,18,20,21,10,13,949
481638,589619471,0,1.0,0.0,0.0,0.5305307507514954,0.6037054061889648,5304.0,2.844850778579712,0.0,0.0,-1.0,7.0,33685.3203125,29292.796875,8,12,29,13,16,9,9,13,29,16,16,9,3862
474562,2792630568,0,1.0,0.0,0.0,0.26883482933044434,0.32930582761764526,2364.0,0.5332878232002258,-1.663682222366333,2.452218532562256,0.12867532670497894,3.0,36679.859375,38892.51953125,3,20,16,6,8,9,3,20,16,6,8,9,1395
482084,355589492,0,1.0,0.0,0.0,0.3203333616256714,0.3580922484397888,1541.0,0.30112314224243164,-1.5361249446868896,1.5361249446868896,-1.5361249446868896,3.0,35930.57421875,22794.837890625,6,9,16,13,17,21,6,9,16,16,17,21,1041
480219,724873507,0,1.0,0.0,0.0,0.28010639548301697,0.32558950781822205,1815.0,0.7376070022583008,3.9180617332458496,4.491703033447266,6.27263879776001,4.0,37344.21875,45676.58203125,14,19,21,15,11,14,17,20,24,17,14,16,1100
474533,1487570962,0,1.0,0.6749873161315918,0.6749873161315918,0.21213014423847198,0.2707269489765167,1765.0,0.19803890585899353,0.4337325990200043,1.956752896308899,2.871000051498413,4.0,36660.7421875,36908.3671875,5,25,19,17,11,14,7,27,21,19,12,15,891
486205,394793025,0,1.0,0.0,0.0,0.1332443356513977,0.19379980862140656,1616.0,2.768308162689209,1.2487397193908691,2.9658703804016113,5.594046115875244,5.0,26124.27734375,31427.55859375,2,26,21,18,21,20,2,26,21,20,23,23,1003
486205,486320610,0,1.0,0.6751749515533447,0.6751749515533447,0.3676757216453552,0.4602872133255005,1572.0,0.3138622045516968,0.0,0.0,-1.0,3.0,23941.49609375,24617.615234375,7,16,16,12,20,12,8,18,17,14,21,13,823
486205,2333479009,0,1.0,0.0,0.0,0.2677285075187683,0.32048502564430237,1680.0,1.5006378889083862,-2.4647367000579834,4.890179634094238,2.9529061317443848,3.0,22658.8984375,39815.3671875,8,7,18,12,8,6,10,8,19,12,10,7,1042
484203,1751403071,0,1.0,0.0,0.0,0.20749378204345703,0.3039955198764801,1681.0,1.1620264053344727,-1.6246205568313599,4.287341594696045,3.4653921127319336,4.0,33127.90234375,22250.7734375,11,18,16,14,7,15,14,19,17,15,9,16,814
484203,1458745983,0,1.0,0.0,0.0,0.23517559468746185,0.2620798945426941,1975.0,0.9139726161956787,0.0,0.0,-1.0,3.0,20314.44140625,26513.830078125,13,9,16,6,19,31,16,9,17,7,20,32,866
481968,574376662,0,1.0,0.0,0.0,0.2274850457906723,0.28133097290992737,1522.0,2.40190052986145,0.0,0.0,-1.0,5.0,31653.2265625,34520.625,6,13,16,20,14,17,7,13,17,21,15,17,841
474926,1440914083,0,1.0,0.0,0.0,0.2696095407009125,0.3389208912849426,1668.0,0.4520624876022339,0.0,0.0,-1.0,3.0,34883.796875,23917.279296875,5,10,19,12,21,15,6,11,19,14,23,16,1102
477002,926103332,0,1.0,0.0,0.0,0.20145028829574585,0.3118866980075836,1884.0,1.6666271686553955,-0.3157205581665039,6.3109211921691895,8.475141525268555,3.0,36459.94921875,45098.73046875,7,16,24,12,9,11,10,16,25,14,10,12,887
477002,799009399,0,1.0,0.0,0.0,0.2525513470172882,0.3040849268436432,1556.0,0.5368835926055908,0.0,0.0,-1.0,3.0,28002.693359375,36334.29296875,8,13,18,21,14,15,8,15,20,25,15,15,833
480219,3252261527,0,1.0,0.0,0.0,0.1876625269651413,0.27693188190460205,2152.0,0.21099042892456055,0.694182813167572,1.4837614297866821,2.6343021392822266,3.0,23836.17578125,52278.37890625,12,22,22,14,12,15,13,25,26,14,12,15,1027
480219,2812269219,0,1.0,0.0,0.0,0.19375161826610565,0.2616507112979889,1726.0,0.36581313610076904,1.5000797510147095,5.068424701690674,7.150956153869629,4.0,21451.21875,31998.388671875,11,22,17,13,15,11,13,24,17,13,16,12,878
480219,3981251363,0,1.0,0.0,0.0,0.25001370906829834,0.29534459114074707,2020.0,0.909028172492981,-1.4407366514205933,4.37912654876709,2.948791980743408,4.0,14324.203125,37216.89453125,10,7,16,14,12,14,11,9,18,17,13,15,1134
482374,734784624,0,1.0,0.0,0.0,0.4757717549800873,0.5696658492088318,2829.0,3.0577824115753174,0.0,0.0,-1.0,3.0,32996.61328125,33529.2421875,9,39,24,9,16,11,10,40,24,11,16,12,1869
482374,2351438085,0,1.0,0.0,0.0,0.1949167400598526,0.25900977849960327,2313.0,0.7347689270973206,3.4318950176239014,4.866159915924072,7.696333885192871,3.0,37030.0703125,22141.591796875,19,25,16,10,17,14,23,26,18,11,18,15,1110
482374,3431179476,0,1.0,0.0,0.0,0.16761678457260132,0.2444823533296585,1568.0,0.011270761489868164,0.0,0.0,-1.0,3.0,35274.61328125,32821.0859375,11,18,19,8,15,15,11,18,19,8,17,16,912
482374,3771541174,0,1.0,0.0,0.0,0.2619593143463135,0.3379419445991516,2281.0,0.6167025566101074,0.0,0.0,-1.0,4.0,24359.09375,32824.70703125,11,7,17,8,6,3,13,7,19,8,6,3,1596
475369,2788119544,0,1.0,0.0,0.0,0.22878120839595795,0.2963906228542328,1672.0,0.5917428135871887,-0.2410229593515396,1.711356282234192,1.7009820938110352,3.0,27529.71875,29778.005859375,3,25,17,5,7,9,5,27,18,5,7,9,967
475369,486750355,0,1.0,0.0,0.0,0.15690788626670837,0.22199848294258118,1850.0,2.053483009338379,-2.83223295211792,4.717111110687256,0.11647498607635498,3.0,26232.546875,25274.87109375,15,22,20,12,17,16,15,24,21,12,17,16,847
486310,398140107,0,1.0,0.0,0.0,0.19177913665771484,0.2751031816005707,1677.0,0.3193540573120117,0.0,0.0,-1.0,3.0,35157.3359375,28869.515625,16,15,22,13,15,12,21,17,24,14,15,12,864
486310,1520558028,0,1.0,0.0,0.0,0.28730255365371704,0.3488427698612213,2142.0,1.5221431255340576,-1.5275797843933105,4.805474281311035,6.0448408126831055,5.0,38423.34375,30757.2421875,9,20,25,12,24,25,12,21,25,14,24,25,1393
486310,3212720281,0,1.0,0.7849205732345581,0.7849205732345581,0.18430013954639435,0.2162466049194336,1815.0,0.2704432010650635,-1.3124568462371826,6.789146423339844,9.238554954528809,3.0,28549.708984375,52891.3984375,2,21,16,9,15,17,5,24,19,12,16,18,1031
486310,549968403,0,1.0,0.0,0.0,0.15222342312335968,0.1824381798505783,1721.0,2.606069564819336,0.0,0.0,-1.0,4.0,38534.2265625,20443.59375,7,22,17,9,18,14,10,24,21,10,19,15,962
480481,1236456370,0,1.0,0.0,0.0,0.23793406784534454,0.3288910686969757,2043.0,2.706256866455078,0.8607878684997559,2.5832557678222656,5.155683517456055,6.0,16359.8916015625,26760.708984375,24,22,21,13,13,18,28,23,23,14,14,18,1024
480481,2912896944,0,1.0,0.0,0.0,0.23888255655765533,0.29979407787323,2333.0,1.1402345895767212,-0.17881718277931213,2.192094564437866,5.252882957458496,6.0,14061.4990234375,20869.22265625,3,11,18,16,14,6,3,11,19,19,16,8,1132
482768,683389033,0,1.0,0.0,0.0,0.31455880403518677,0.37595123052597046,2251.0,1.2254295349121094,0.0,0.0,-1.0,5.0,28539.796875,21648.416015625,12,19,18,17,18,17,12,19,19,23,18,17,1172
486026,3234949027,0,1.0,0.0,0.0,0.5132243633270264,0.5318620800971985,4920.0,1.4812843799591064,-1.9868557453155518,3.185842990875244,2.7428221702575684,7.0,23669.306640625,20697.486328125,11,26,17,13,24,19,11,26,17,14,26,20,3664
486026,2873743206,0,1.0,0.0,0.0,0.2542640268802643,0.31278592348098755,2488.0,0.07794731855392456,1.9274663925170898,3.060887575149536,5.9008378982543945,3.0,27223.400390625,71600.1484375,10,22,19,17,19,9,10,24,22,18,19,9,1030
486026,2955663533,0,1.0,0.0,0.0,0.16685520112514496,0.2759369909763336,1926.0,0.05075788497924805,6.709247589111328,10.387149810791016,23.77483367919922,3.0,35441.83984375,25123.896484375,15,8,20,11,11,16,20,10,21,11,12,17,802
484191,805501868,0,1.0,0.0,0.0,0.17203325033187866,0.29658544063568115,1894.0,0.5303576588630676,3.405762195587158,5.227410316467285,10.912049293518066,3.0,37429.5078125,30448.85546875,21,16,16,16,22,27,23,17,18,16,23,28,1026
484191,1077710545,0,1.0,0.0,0.0,0.24601490795612335,0.3075332045555115,2342.0,0.10106301307678223,1.2271130084991455,4.279029369354248,8.065999031066895,3.0,33180.48046875,24420.1796875,3,9,17,14,11,14,5,10,19,14,13,16,1273
482084,1497886373,0,1.0,0.0,0.0,0.23045772314071655,0.31715109944343567,1609.0,0.03860294818878174,2.5088577270507812,4.659378528594971,10.843304634094238,3.0,20907.078125,39167.25390625,11,24,17,16,12,10,15,27,20,18,12,10,885
484780,469201060,0,1.0,0.0,0.0,0.16670404374599457,0.21126802265644073,1892.0,1.0665346384048462,0.0,0.0,-1.0,4.0,20283.33984375,27002.201171875,15,20,19,11,14,8,16,21,21,11,14,8,1041
474562,2873411531,0,1.0,0.0,0.0,0.2172117978334427,0.29512983560562134,2407.0,0.2570202350616455,2.1683576107025146,2.722017765045166,5.069063186645508,6.0,38975.078125,42271.203125,10,22,17,6,9,7,14,33,18,7,9,7,1376
481638,2221784101,0,1.0,0.0,0.0,0.13406936824321747,0.2233552187681198,1434.0,2.873554229736328,1.0902951955795288,2.8598172664642334,5.492882251739502,5.0,27010.328125,21704.349609375,6,16,16,4,11,24,6,16,16,5,11,24,922
474533,850358958,0,1.0,0.0,0.0,0.2325534224510193,0.3450590968132019,2120.0,0.9087643027305603,-2.274930715560913,4.881712436676025,2.1572980880737305,3.0,27963.044921875,47287.53125,12,25,17,13,12,20,13,25,18,13,12,20,1144
474926,974672415,0,1.0,0.0,0.0,0.2577005624771118,0.33319053053855896,1893.0,0.37845754623413086,-2.6495187282562256,3.9966657161712646,0.39007362723350525,6.0,23179.087890625,51210.1796875,11,10,17,12,20,13,13,11,17,14,21,14,1065
474462,1191788415,0,1.0,0.0,0.0,0.24972839653491974,0.33831071853637695,2604.0,0.014058828353881836,0.9958211779594421,4.256475925445557,11.389869689941406,3.0,22471.83203125,54707.76953125,6,28,19,4,17,10,15,30,23,4,17,11,1474
484799,1622572358,0,1.0,0.0,0.0,0.21615488827228546,0.2678128480911255,2145.0,0.17543363571166992,-1.5355281829833984,5.756601810455322,9.522253036499023,5.0,31516.615234375,34296.609375,9,10,22,5,13,16,12,11,24,7,13,16,1394
486205,2094031798,0,1.0,0.0,0.0,0.19869458675384521,0.27913910150527954,1564.0,1.0391494035720825,-0.5377025604248047,0.5377025604248047,-0.5377025604248047,3.0,25248.30859375,29143.5625,6,30,17,13,11,15,7,31,17,14,11,15,937
486205,3803764768,0,1.0,0.5679450035095215,0.5679450631141663,0.16748936474323273,0.28298577666282654,1645.0,1.6582528352737427,0.0,0.0,-1.0,4.0,27117.81640625,20052.15625,4,20,22,7,16,10,4,21,23,7,16,10,824
486205,314134888,0,1.0,0.0,0.0,0.14686356484889984,0.19809500873088837,2968.0,0.5313695073127747,-1.267319679260254,5.024650573730469,4.896847724914551,3.0,37866.859375,46153.7265625,2,25,16,3,7,2,2,25,16,3,8,3,1689
485950,3191393933,0,1.0,0.0,0.0,0.1293202042579651,0.19765032827854156,1908.0,0.06800670921802521,0.0,0.0,-1.0,3.0,31057.060546875,32384.8046875,18,23,28,6,7,10,22,25,31,7,7,10,926
484203,2443701686,0,1.0,0.0,0.0,0.18482635915279388,0.27908170223236084,2182.0,0.17031073570251465,0.0075360932387411594,2.4482028484344482,3.3985586166381836,3.0,33475.90234375,36871.1015625,12,23,26,8,22,17,14,24,27,9,22,17,1110
484203,3608361434,0,1.0,0.0,0.0,0.15908551216125488,0.20209507644176483,1698.0,0.5236634612083435,-2.2374706268310547,3.6635782718658447,1.0782207250595093,3.0,8456.49609375,25114.548828125,8,11,16,7,12,8,11,12,19,8,12,8,845
473617,1027718652,0,1.0,0.0,0.0,0.20888839662075043,0.2764192819595337,1532.0,0.04055523872375488,0.0,0.0,-1.0,4.0,12806.3701171875,33511.90625,7,24,16,13,8,10,7,26,17,13,9,12,870
479955,1002460215,0,1.0,0.0,0.0,0.1743287593126297,0.30646824836730957,3263.0,2.6761298179626465,0.6571007966995239,3.8131039142608643,11.317267417907715,4.0,39921.79296875,25345.884765625,8,42,30,15,20,23,14,44,33,18,20,24,2098
479955,1498323739,0,1.0,0.0,0.0,0.18552561104297638,0.26131758093833923,2929.0,0.4346081614494324,2.352921724319458,4.8642683029174805,11.686347007751465,3.0,6150.75830078125,57029.46875,9,24,16,7,27,19,9,31,19,8,28,20,1553
479955,1406741831,0,1.0,0.0,0.0,0.32820287346839905,0.4319169819355011,2261.0,0.3142564296722412,0.5564061999320984,3.6493051052093506,5.816458225250244,3.0,12429.205078125,27664.564453125,6,12,21,18,12,16,9,15,22,19,12,16,1229
486310,653668362,0,1.0,0.0,0.0,0.17709319293498993,0.23388125002384186,1926.0,0.8572179079055786,0.07699739933013916,3.4664783477783203,4.51348876953125,3.0,39916.40625,34399.78515625,9,23,18,11,17,26,11,24,20,12,18,28,1162
480219,463853630,0,1.0,0.0,0.0,0.5611545443534851,0.6304402351379395,2098.0,2.2539305686950684,0.0,0.0,-1.0,3.0,25898.068359375,43081.54296875,9,14,27,9,13,12,9,14,27,10,17,15,1310
480219,702136925,0,1.0,0.0,0.0,0.23005470633506775,0.28364983201026917,2016.0,0.8842994570732117,7.300436019897461,7.300436019897461,7.300436019897461,8.0,20785.412109375,32997.1328125,12,16,17,14,18,21,17,19,20,16,19,21,1064
