runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s
410000,57219,537838,4.061616494521747e-12,0.7692307829856873,18.296478271484375,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9988346099853516,0.0,216593.0,218949.578125,2,2,0,10,13,39,2,2,0,13,13,40,1633
410000,43972,537838,1.3034119616950335e-10,0.04651162773370743,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.273761749267578,0.0,76309.03125,81581.53125,0,0,0,2,43,42,0,0,0,2,45,46,1348
410000,44141,537838,8.475197627033637e-11,0.11538461595773697,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521226167678833,0.0,290386.4375,313753.21875,1,0,0,6,52,42,1,0,0,7,54,44,2526
410000,79774,537838,0.0,0.8823529481887817,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.350032329559326,0.0,40608.90234375,42222.76953125,2,1,2,15,17,36,2,1,2,15,17,40,1758
410000,130154,537838,2.954932687426748e-10,0.5,5.776777267456055,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5864927768707275,0.0,46033.36328125,51160.359375,1,0,0,9,18,31,1,0,0,9,20,35,1207
410000,130244,537838,1.3377418617288583e-10,0.4000000059604645,43.72238540649414,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6514062881469727,0.0,245259.28125,251757.203125,2,2,0,8,20,44,2,2,0,9,20,45,1933
410000,130235,537838,2.4948218491083196e-10,0.1666666716337204,12.32773208618164,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.462136149406433,0.0,114830.765625,114164.140625,1,0,1,5,30,31,1,0,1,8,33,34,1377
410000,64268,537838,0.0,0.5454545617103577,0.0,32.20372009277344,8.05093002319336,9.195138931274414,12.860469818115234,0.0,0.9475225806236267,3.0882620811462402,0.0,7.442673683166504,0.0,0.4643118679523468,0.0,3.234156608581543,0.0,118763.5859375,124395.8515625,3,3,2,6,11,33,3,3,2,7,12,33,1459
410000,117261,537838,6.9878039986315255e-12,0.27906978130340576,0.0,78.17015838623047,9.771269798278809,10.465703010559082,15.279570579528809,0.0,2.6710453033447266,15.519916534423828,0.0,20.079143524169922,0.0,3.052018404006958,0.0,1.9113657474517822,0.0,39435.24609375,53711.81640625,3,1,1,12,43,31,3,1,1,16,46,35,1502
410000,2237,537838,1.5367301875457429e-10,0.8333333134651184,37.404361724853516,79.73938751220703,7.249035358428955,9.421606063842773,21.564762115478516,2.149024486541748,8.401602745056152,4.593019962310791,0.9620676040649414,15.25826358795166,0.0,5.09480094909668,0.0,2.2987239360809326,0.0,295643.75,284057.46875,6,5,1,10,12,31,6,5,1,16,13,33,1442
410000,6159,537838,7.426565473700464e-10,0.260869562625885,29.048704147338867,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2337071895599365,0.0,45657.5546875,31645.1640625,1,0,0,6,23,35,1,0,0,6,23,35,1351
