runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s,scoreNN1e,scoreNN2e
410000,3872,537839,1.4912926e-10,0.11111111,275.1246,32.59522,10.865073,12.317159,18.826082,0.0,1.0520604,1.0902848,10.973576,4.588879,-0.13199963,0.2565904,0.0,2.9476259,0.0,131345.88,132560.77,0,0,0,1,9,40,0,0,0,1,13,43,1262,0.7893763401615006,0.7688547335880196
410000,136874,537839,1.4133954e-10,0.21428572,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8424423,0.0,101318.945,98774.63,0,1,1,6,28,44,0,1,1,7,31,46,2183,0.9031786267292701,0.7863081949001511
410000,66825,537839,1.0817729e-10,0.5555556,6.9683847,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5387475,0.0,220596.34,226345.8,3,3,1,5,9,39,3,3,1,7,12,41,2381,0.702491856110188,0.9965822121582678
410000,4663,537839,2.389063e-10,0.5882353,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9081587,0.0,54736.7,86405.91,6,1,1,10,17,32,6,1,1,11,20,34,1560,0.6716599126943126,0.8157201911986867
410000,40191,537839,1.9661198e-10,0.27272728,11.22512,3.9975984,3.9975984,3.9975984,3.9975984,0.49798736,0.0,0.5680047,0.0,0.76200795,0.0,-0.022000538,0.0,2.0271614,0.0,159041.8,193453.86,1,2,0,6,22,34,1,2,0,6,25,46,2102,0.8649813812856599,0.7648075046998168
410000,58279,537839,0.0,0.64,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0652397,0.0,40646.117,38166.645,5,1,2,16,25,34,5,1,2,18,32,43,1409,0.5103314748705621,0.7578695770976894
410000,128396,537839,2.2798019e-10,0.29032257,128.66148,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9005443,0.0,104233.14,109179.83,1,1,0,9,31,35,1,1,0,11,34,38,1176,0.9485485352620334,0.7005487450486343
410000,90404,537839,1.2164847e-10,0.3529412,0.0,4.9023876,4.9023876,4.9023876,4.9023876,0.0,0.0,1.0411866,0.0,0.7238974,0.0,0.030913662,0.0,3.2930627,0.0,159062.02,161685.5,2,0,2,6,17,31,2,0,2,8,19,32,1843,0.573795127483412,0.9328379321506124
410000,54040,537839,1.4095408e-10,0.15,6.332424,59.808376,5.9808373,8.052124,19.195066,0.43999153,2.0471425,4.073613,0.67077327,18.676052,0.0,2.3720117,0.0,2.5455275,0.0,102047.875,96619.46,1,3,1,3,20,31,1,3,1,5,21,33,1717,0.9998861278937398,0.8859413369752729
410000,61093,537839,1.364313e-10,0.23809524,7.838015,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523222,0.0,243743.45,237090.2,1,4,4,10,42,33,1,4,4,18,47,38,2215,0.9072920426492082,0.9935696044636347
410000,136311,537839,1.3600773e-10,0.16666667,21.352882,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.656069,0.0,106973.57,105021.89,6,2,0,4,24,42,6,2,0,5,26,46,1314,0.5948096636654874,0.9082142066911113
