runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_BIBM_raw,track_scalar_sum_pt_barrel_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s
474600,1118067649,0,1.0,0.4166666567325592,0.0,12.039222717285156,3.00980544090271,3.704958438873291,6.484501361846924,1.304237723350525,0.0,4.243984222412109,0.0,2.6329517364501953,0.0,0.029113633558154106,0.0,2.9429433345794678,0.0,21553.822265625,27498.45703125,10,24,22,14,17,18,13,25,24,14,17,18,1295
474600,717426234,0,1.0,1.0,0.0,11.45461654663086,2.863654136657715,3.3025684356689453,5.636202812194824,0.1374484747648239,0.0,1.9121782779693604,0.0,4.507363796234131,0.0,0.01683923229575157,0.0,1.2873406410217285,0.0,24601.79296875,26674.7578125,11,11,16,10,12,17,11,11,16,12,13,19,2244
481865,3553166675,0,1.0,0.260869562625885,5.510804653167725,25.050745010375977,3.131343126296997,3.5288283824920654,6.598146438598633,-0.18311990797519684,0.0,0.21431437134742737,7.987182140350342,4.855354309082031,0.7487007975578308,-0.12730586528778076,-0.003904845332726836,2.81416916847229,4.622782230377197,36508.8203125,22534.064453125,6,23,18,8,10,7,6,25,19,8,10,7,1330
481865,3154074076,0,1.0,0.6363636255264282,0.0,14.14702033996582,2.021003007888794,3.0661139488220215,7.3864216804504395,0.907980740070343,0.0,0.8291639685630798,3.418552875518799,2.2536048889160156,-0.10750553011894226,0.3492365777492523,0.0,2.942991018295288,0.0,36551.8203125,33732.80078125,7,11,17,9,12,14,7,12,18,9,13,15,870
484979,3687654405,0,1.0,0.4117647111415863,16.62446403503418,26.472320556640625,2.036332368850708,2.547971725463867,4.353012561798096,1.1211042404174805,0.0,1.9829456806182861,4.198925018310547,4.589303970336914,4.343334197998047,-0.17510771751403809,-0.049982622265815735,2.7432525157928467,0.0,32714.7578125,21164.708984375,7,17,20,11,11,8,9,18,20,11,12,8,1176
484979,3168181195,0,1.0,0.3333333432674408,0.0,45.633384704589844,5.7041730880737305,8.331921577453613,18.366010665893555,1.0520188808441162,0.0,5.240983963012695,5.045464992523193,14.797026634216309,0.3253801167011261,2.170233964920044,0.0,2.3577144145965576,0.0,24809.142578125,24536.4609375,9,27,17,6,12,17,11,28,19,6,13,18,1286
480283,357090182,0,1.0,0.3214285671710968,0.0,28.072797775268555,4.678799629211426,6.058709144592285,11.346818923950195,0.9884070754051208,0.0,6.909089088439941,0.9883680939674377,8.303407669067383,-0.07450473308563232,1.5020455121994019,0.0,99999.0,0.0,22076.05078125,24262.03125,9,28,16,17,12,19,11,30,17,19,15,21,1082
485051,1196474678,0,1.0,0.4545454680919647,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.655566930770874,0.0,39530.3203125,49351.78515625,10,22,25,13,18,19,12,24,26,15,18,19,1012
481138,707325186,0,1.0,0.2857142984867096,0.0,0.3496697247028351,0.3496697247028351,0.3496697247028351,0.3496697247028351,-0.046838004142045975,0.0,0.22294768691062927,0.0,-0.034236468374729156,0.0,0.0,0.0,99999.0,0.0,11557.12890625,33802.17578125,10,35,17,9,14,7,10,35,17,9,14,7,1283
481138,1049063694,0,1.0,0.2916666567325592,0.0,23.76413917541504,2.97051739692688,3.330876350402832,4.734043598175049,1.4951975345611572,0.0,1.1301944255828857,4.938597202301025,4.97591495513916,1.2547539472579956,-0.2834186255931854,0.05243721604347229,3.1940200328826904,0.0,30466.759765625,26206.896484375,7,24,18,17,13,12,8,24,19,17,14,12,1659
479327,878281615,0,1.0,1.125,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4838733673095703,2.1889240741729736,36653.2734375,34533.72265625,9,8,22,10,23,20,16,12,27,12,25,20,921
479598,1041643215,0,1.0,0.4444444477558136,7.36991024017334,26.6943359375,1.66839599609375,2.297863721847534,6.1412482261657715,-0.2199133336544037,0.0,4.234592914581299,1.6583894491195679,5.139105319976807,4.344930171966553,0.39964407682418823,1.3648476600646973,1.6045258045196533,0.0,27106.435546875,23240.0390625,8,18,21,13,18,19,16,24,24,14,18,19,1357
