runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_BIBM_raw,track_scalar_sum_pt_barrel_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s,scoreNN1b,scoreNN2b,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,region,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,msvtx_nTGC_s,scoreNN1e,scoreNN2e,MSTracklet_endcap_avg_dR_raw,MSTracklet_endcap_rms_dR_raw,MSeg_endcap_avg_dR_raw,MSeg_endcap_rms_dR_raw,MS1Vtx_endcap_hits_ntot_raw
410000,4969,537839,1.418472e-10,0.5,0.0,6.596219,2.1987398,2.315997,2.8611076,0.716,0.0,0.40600502,1.374051,0.68900365,-0.038988564,-0.09900186,0.0,2.2260842,0.0,144757.5,147955.53,4,8,25,1,0,3,6,12,28,1,0,5,3008.0,0.3379586285337664,0.8686872862159108,0.0,0.0,0.23290597,0.25587812,4121.0,0.12567496,1.2409924,2.1897786,3.7921762,3.0,barrel,,,,,,,,,,
410000,113700,537839,2.3201599e-11,1.3333334,6.948364,66.814095,5.567841,6.626004,11.328906,2.9478586,0.0,7.297429,4.7394595,16.160776,1.2414573,2.8537135,-0.027998906,3.195718,0.0,293927.28,305384.47,4,3,22,13,3,4,4,3,22,13,3,4,3658.0,0.0089003861283003,0.9472682353002456,0.0,0.0,0.27223688,0.29384542,5372.0,0.040857315,0.51050085,2.626796,4.376,5.0,barrel,,,,,,,,,,
410000,80163,537839,1.7726579e-10,0.64285713,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18846,0.0,83278.82,86563.21,9,14,23,9,5,2,11,16,27,15,5,2,2211.0,0.5392672562811851,0.936438631444638,0.0,0.0,0.2830652,0.339354,3099.0,0.39230314,0.0,0.0,-1.0,7.0,barrel,,,,,,,,,,
410000,101088,537839,0.0,0.47058824,0.0,0.6504031,0.6504031,0.6504031,0.6504031,0.0,0.0,0.0,0.004385704,0.066735275,0.0,0.21644576,0.0,2.2652774,0.0,110952.445,98348.76,8,17,17,9,3,9,11,18,19,9,3,9,4345.0,0.6278861639309634,0.9220985176337796,0.0,0.0,0.3236393,0.38282079,6172.0,0.20090336,-5.088408,5.088408,-5.088408,4.0,barrel,,,,,,,,,,
410000,98342,537839,5.3914193e-14,0.59375,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406267,0.0,174804.92,161960.94,19,32,35,9,7,12,21,33,36,12,7,14,5676.0,0.5504007266343677,0.9545532231734988,0.7898755,0.7898755,0.43909782,0.47865131,8098.0,0.128757,0.0,0.0,-1.0,6.0,barrel,,,,,,,,,,
410000,110087,537839,1.13612605e-10,0.24,44.318382,27.453938,6.863485,10.043428,19.262827,0.041148447,0.0,0.43544143,6.613538,5.896102,1.7729518,0.9919107,0.8000281,2.2597923,0.0,250261.92,261243.38,6,25,20,6,1,3,8,27,21,6,1,4,2283.0,0.0904473993643497,0.854420297185692,0.0,0.0,0.28848353,0.3330129,3156.0,0.24686098,0.4398909,1.6845292,2.374,4.0,barrel,,,,,,,,,,
410000,100602,537839,1.3697443e-10,0.61904764,30.220137,11.0215435,1.2246159,1.3792262,2.3046393,1.2431635,0.0,2.5841312,0.0,2.6297874,0.0,0.07341739,0.0,3.2843575,0.0,69514.86,129246.95,13,21,24,7,2,1,13,22,25,7,2,1,2974.0,0.6190947734853773,0.9073373115806762,0.0,0.0,0.23861286,0.30075762,4067.0,0.18917942,1.5514302,3.7810326,6.704,5.0,barrel,,,,,,,,,,
410000,32220,537839,1.254979e-10,0.33333334,208.52066,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0763371,0.0,133515.5,136799.72,10,30,20,9,0,6,11,33,22,9,0,6,4326.0,0.7306080345973208,0.968451939692044,0.0,0.0,0.32885748,0.39574885,5932.0,0.0010490417,0.0,0.0,-1.0,6.0,barrel,,,,,,,,,,
410000,8736,537839,0.0,0.04761905,65.240555,20.95224,1.4965886,1.9292306,5.2880793,3.8553903,0.0,2.5158718,0.6074911,2.2048912,1.8878095,0.9332973,-0.018416243,2.9365296,0.0,206769.6,237106.02,1,21,25,10,2,2,1,24,28,11,2,2,2582.0,0.7214914963380736,0.8737718419743755,0.0,0.0,0.1576763,0.21189672,3341.0,0.0050104856,-2.0830119,6.1304855,11.441,5.0,barrel,,,,,,,,,,
410000,78619,537839,1.5819984e-10,0.16666667,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0508988,0.0,94466.52,82473.51,1,6,22,8,3,3,1,7,22,10,4,4,3447.0,0.5853046542814544,0.8567006274612066,0.0,0.0,0.33349624,0.3800964,4596.0,0.40154096,0.0,0.0,-1.0,3.0,barrel,,,,,,,,,,
