runNumber,eventNumber,mcChannelNumber,eventWeight,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s,scoreNN1b,scoreNN2b
476384,1888836313,0,1.0,0.0,0.0,0.1428825,0.249703,1939.0,0.5777069,3.95659,3.95659,3.95659,3.0,20531.26,22793.709,13,15,17,9,24,11,15,16,18,10,25,12,1051,0.6545453152770031,0.2046506913954934
484616,1953915437,0,1.0,0.0,0.0,0.26722693,0.39345127,2671.0,0.17197824,0.0,0.0,-1.0,4.0,32547.744,35413.5,9,18,22,16,20,17,11,18,24,16,21,18,1386,0.5950657971827533,0.8223858193707857
484616,2320444641,0,1.0,0.0,0.0,0.15602057,0.25058174,1753.0,1.3949239,5.3215523,5.3215523,5.3215523,4.0,12517.315,30517.79,7,21,16,8,23,16,8,22,16,12,25,17,934,0.44258075918558415,0.22679231399889188
481553,528371218,0,1.0,0.0,0.0,0.2084271,0.28645465,2234.0,0.19169255,0.0,0.0,-1.0,4.0,32022.846,29524.031,7,26,16,3,21,23,7,28,17,3,22,24,1307,0.678778503030013,0.6964088262627421
481553,2951516872,0,1.0,0.0,0.0,0.20436275,0.31695923,1857.0,0.4206121,0.0,0.0,-1.0,4.0,31313.354,35979.707,10,18,16,11,15,13,16,20,18,11,15,13,992,0.6115384220568179,0.5491660957459963
480032,1712042247,0,1.0,0.0,0.0,0.28383914,0.33897823,2462.0,0.4803036,2.5546854,2.7908642,4.1202555,3.0,38045.523,40020.5,11,21,18,12,25,17,13,21,18,14,26,18,1143,0.3132119931757159,0.47864211966806836
479885,1199541188,0,1.0,0.0,0.0,0.17658906,0.26353478,1804.0,2.7920659,0.0,0.0,-1.0,3.0,37136.016,46574.58,10,6,23,9,12,18,12,8,24,9,13,19,805,0.5618639408018825,0.10101093334475209
479269,1334341499,0,1.0,0.0,0.0,0.21156438,0.24620338,1686.0,1.4188896,-0.477368,7.792453,10.417653,4.0,17683.47,38805.816,7,27,18,20,13,24,10,29,21,21,14,25,978,0.31723083991142986,0.2450942215856744
480657,2317205641,0,1.0,0.0,0.0,0.24430242,0.31326818,1936.0,0.04638052,-1.8363053,4.0630703,3.160134,4.0,0.0,26749.486,13,9,20,15,10,16,15,9,20,16,11,17,1037,0.002856327276129611,0.43083226626939775
480657,351998814,0,1.0,0.0,0.0,0.16030627,0.24452338,1673.0,3.0992167,-0.03819161,1.37002,1.3189839,3.0,23826.742,28100.246,4,15,20,11,10,9,4,15,20,12,10,9,1076,0.2843887728332899,0.06031285811966136
480657,3427438076,0,1.0,0.0,0.0,0.19811969,0.24580963,1810.0,0.01140821,-0.6340077,0.84103614,-0.08139934,3.0,28365.223,27474.744,16,14,20,6,7,10,16,14,20,6,7,10,1067,0.3745300806324239,0.2672874303509182
481510,2749037937,0,1.0,0.0,0.0,0.24856625,0.361087,3049.0,0.5614471,-1.6248558,5.4841814,7.6935344,3.0,28215.715,66171.266,7,7,21,18,6,18,10,7,24,21,8,20,2188,0.01782167061438955,0.5857655593359982
479213,2224826326,0,1.0,0.0,0.0,0.17484544,0.27310026,1602.0,0.40238005,-1.9007028,4.056464,2.0843427,6.0,23805.277,29806.885,13,16,17,17,11,18,15,18,17,17,12,19,825,0.3832495548999285,0.6685976388109116
479213,1637841804,0,1.0,0.0,0.0,0.20965901,0.30997476,1850.0,0.5984848,1.7797159,5.1561184,9.071848,3.0,28172.582,29784.924,10,12,19,10,16,8,14,13,20,13,19,11,873,0.3370204307534128,0.149666698315706
484442,3520206556,0,1.0,0.0,0.0,0.2993483,0.39499032,1392.0,0.48622632,0.8590572,2.2104135,4.1249022,3.0,24277.484,42045.254,4,15,20,5,14,8,8,17,22,5,16,10,810,0.29004737623785504,0.09962791905177892
484442,3016619483,0,1.0,0.0,0.0,0.22925006,0.31657776,1696.0,1.2866384,0.92342424,2.332134,3.243947,3.0,23699.176,22166.453,4,12,20,4,22,17,4,14,23,4,23,18,898,0.0,0.1361132207047535
484442,3710669386,0,1.0,0.0,0.0,0.22385757,0.25930113,1539.0,1.1106253,-3.8632169,3.8632169,-3.8632169,3.0,27494.252,24071.428,7,19,19,8,12,12,7,19,19,10,13,13,951,0.6115108604970183,0.21970277063417054
481865,315585843,0,1.0,0.0,0.0,0.4264579,0.4580739,6843.0,3.1147923,0.0,0.0,-1.0,9.0,25082.213,28595.766,11,29,25,10,14,14,11,29,25,10,15,16,4590,0.45950772088633096,0.17449651428280377
479633,898740004,0,1.0,0.0,0.0,0.28398257,0.33363506,1899.0,0.32542098,0.6140404,4.06399,9.834213,4.0,38024.086,70374.42,3,23,16,11,18,11,3,35,20,12,18,11,974,0.1792647687586536,0.3404164292088512
482819,2789690666,0,1.0,0.0,0.0,0.24097197,0.29409108,1933.0,0.20273542,0.9169674,4.0000896,8.721034,3.0,0.0,53333.88,3,26,16,24,13,18,3,28,19,30,13,18,1040,0.0050373152894392925,0.18556349396506566
482819,2044656425,0,1.0,0.0,0.0,0.1304665,0.16300882,1782.0,1.0832957,0.8353639,3.0656934,6.1313577,3.0,32185.768,24725.97,12,15,31,11,17,15,14,17,33,11,17,15,948,0.003935846281656219,0.13199921361417355
479929,934964970,0,1.0,0.0,0.0,0.30140242,0.3941953,1962.0,0.36328888,1.128038,1.8095334,3.0972245,3.0,28729.865,41519.836,3,8,16,10,14,20,3,9,17,10,14,20,1084,0.44747786946531787,0.28549803718595024
484126,563435399,0,1.0,0.0,0.0,0.4127084,0.46348464,2128.0,1.1011462,-1.5159299,1.5159299,-1.5159299,3.0,30944.418,33511.387,2,13,21,14,14,7,2,14,22,15,14,7,1337,0.6637153658702896,0.446959531318879
479345,606399664,0,1.0,0.0,0.0,0.21531136,0.26062965,4988.0,0.80666876,0.0,0.0,-1.0,3.0,38456.234,20257.11,7,34,24,6,19,19,7,34,24,6,19,20,3634,0.6203285108310654,0.6917857424046896
476505,732306573,0,1.0,0.0,0.0,0.2378971,0.30139342,2168.0,0.2164408,0.0,0.0,-1.0,3.0,30020.268,27690.94,10,27,17,18,15,16,13,32,20,22,15,16,1494,0.059325321844924006,0.4722092043070656
481893,873262549,0,1.0,0.0,0.0,0.28591728,0.39749476,1230.0,0.25009257,0.0,0.0,-1.0,3.0,37831.72,32295.69,8,13,20,8,18,22,8,13,20,8,18,22,816,0.5821634438482097,0.11975201835708216
481893,1904180753,0,1.0,0.0,0.0,0.21119943,0.328889,1632.0,2.7152152,-2.0121758,9.056404,8.403453,4.0,24898.965,20865.195,7,16,17,12,5,25,10,17,19,12,6,26,814,0.11241768543405006,0.26393235873860843
481893,2142035790,0,1.0,0.0,0.0,0.26315838,0.35539377,1775.0,1.8933103,0.0,0.0,-1.0,9.0,19872.127,22061.88,9,7,19,15,29,29,9,9,21,15,29,29,937,0.5263917863463968,0.932413762079166
481893,1077436720,0,1.0,0.84921616,0.84921616,0.25935063,0.34185335,2064.0,0.18410212,0.0,0.0,-1.0,4.0,27762.14,23635.592,8,19,25,7,22,16,8,19,25,7,22,16,914,0.6000553996492917,0.6752292629837418
481893,855013828,0,1.0,0.0,0.0,0.37456343,0.40225717,6095.0,2.1682098,0.0,0.0,-1.0,9.0,7373.131,23688.6,25,19,25,12,21,15,27,20,26,14,22,16,3941,0.5177327994483749,0.5458541230490694
481893,856983766,0,1.0,0.0,0.0,0.26206776,0.4039479,1456.0,1.9772595,0.0,0.0,-1.0,3.0,32613.236,26087.18,14,23,20,14,21,25,16,27,24,16,21,25,881,0.5248253802356223,0.10113339893218354
477048,2850055068,0,1.0,0.0,0.0,0.2529506,0.326052,2447.0,0.4341632,0.0,0.0,-1.0,5.0,32095.508,27396.19,3,26,16,11,6,7,3,27,17,11,6,7,1249,0.5771343951574537,0.8493091119850253
480283,1770125296,0,1.0,0.0,0.0,0.30991906,0.40728533,2433.0,0.03359413,-1.008142,5.009945,5.0844345,3.0,27106.72,36615.137,13,14,19,12,8,15,16,14,20,12,9,16,1293,0.006256942253181963,0.4039741786616159
480741,2628407525,0,1.0,0.0,0.0,0.28391543,0.36652678,1691.0,0.13074243,-1.7939043,5.9357686,4.416928,4.0,39888.086,30816.514,10,9,16,7,24,19,12,9,18,8,27,22,1100,0.010063875908149056,0.277759889295747
480741,699352663,0,1.0,0.0,0.0,0.19774906,0.2973991,2657.0,0.600155,0.0,0.0,-1.0,3.0,33543.11,33194.918,6,17,18,13,15,9,12,21,19,13,16,10,1505,0.5008451500817815,0.6768625843410265
479885,3586658542,0,1.0,0.0,0.0,0.25321117,0.32577503,1859.0,0.20553589,0.0,0.0,-1.0,3.0,36673.234,21721.676,8,21,20,6,8,6,8,22,20,6,9,7,846,0.014399369263134232,0.32750689813824985
480032,708873090,0,1.0,0.0,0.0,0.288198,0.3600239,2076.0,0.32009137,0.0,0.0,-1.0,3.0,24111.307,31462.645,16,19,16,10,16,24,19,21,16,10,16,24,1068,0.05346666986921078,0.4429486301621639
480032,1148766982,0,1.0,0.0,0.0,0.19501224,0.27623424,1794.0,2.98812,0.0,0.0,-1.0,3.0,7649.173,23940.615,6,16,19,14,14,18,6,16,19,15,17,20,1172,0.5970379771494547,0.09243789406503
481553,4044685149,0,1.0,0.0,0.0,0.25489342,0.2698287,1962.0,0.22130871,1.8690261,4.0313396,9.784048,3.0,32601.69,30388.422,3,15,21,3,6,7,5,15,21,3,6,7,1186,0.07978676143402996,0.19534349947961338
481553,935690017,0,1.0,0.0,0.0,0.34093875,0.3832825,2373.0,0.24275827,3.522075,3.522075,3.522075,3.0,26812.17,44064.676,11,12,16,13,11,16,14,16,18,14,11,16,1314,0.013047488741197988,0.43712036535134835
481553,4199438905,0,1.0,0.0,0.0,0.14708771,0.1966496,2662.0,0.32636958,0.20890161,0.6362796,1.1175947,3.0,10844.836,53523.05,1,16,16,10,9,7,1,16,16,10,10,8,1962,0.10024879208213022,0.6236771108506443
479269,1888630249,0,1.0,0.0,0.0,0.21174541,0.28141385,2271.0,0.8381546,1.6227897,4.101091,8.67527,3.0,33773.516,34444.4,5,39,21,18,13,17,6,39,22,20,14,18,1283,0.29683206675374907,0.28193748683434183
481510,2174468075,0,1.0,0.0,0.0,0.18984205,0.24012426,2041.0,0.3377539,-0.42823336,2.761375,4.98305,4.0,34889.57,44530.52,12,19,16,13,14,16,14,22,17,18,16,17,853,0.2616453434727758,0.4816728475291713
481510,1967484578,0,1.0,0.0,0.0,0.19831088,0.26182956,1700.0,1.9720054,-0.0048253164,2.666506,3.3477645,4.0,29864.729,37139.906,9,18,18,3,25,8,9,19,19,3,25,9,982,0.2320304755293766,0.24704376661360417
477048,965308560,0,1.0,0.0,0.0,0.29762185,0.3784809,1831.0,0.4145518,4.8342004,7.47877,13.5339985,4.0,25374.727,23497.932,10,5,23,16,18,21,13,9,26,19,19,22,896,0.025654494422131857,0.3352392609314947
477048,2467116496,0,1.0,0.0,0.0,0.19042318,0.23061144,1603.0,0.4212463,2.181404,4.4949894,8.0542,3.0,23837.266,23181.76,7,15,25,5,12,10,12,18,26,6,15,12,1072,0.0019352063160772426,0.10877143433754866
483532,563239505,0,1.0,0.0,0.0,0.13835645,0.16343533,1745.0,0.61904526,0.8372203,1.0460503,1.8874531,4.0,25878.113,23107.617,6,11,23,16,11,18,6,12,24,16,11,19,988,0.024788879125236418,0.4105163486331842
481603,1212862898,0,1.0,0.0,0.0,0.2965706,0.3971732,2212.0,0.8339882,2.1464162,4.35576,9.61192,5.0,31029.838,54234.586,13,17,16,15,10,20,19,23,19,17,11,20,1002,0.23865369867595643,0.6581839027510217
481603,2316481245,0,1.0,0.0,0.0,0.17614765,0.24795707,2103.0,2.0735846,0.0,0.0,-1.0,6.0,17238.646,40862.95,5,26,16,7,24,14,8,34,18,7,24,14,958,0.5255279110181426,0.8240004660363187
481268,2388936093,0,1.0,0.0,0.0,0.2554502,0.31017357,1545.0,2.9228728,-0.2637549,4.9293594,7.899712,4.0,13186.494,50367.844,13,4,16,15,20,23,16,5,17,16,22,25,877,0.10133761403710695,0.1841270442245968
481268,2214242072,0,1.0,0.0,0.0,0.25581786,0.32694238,1730.0,0.6199724,0.83117026,1.9207916,3.835829,4.0,10957.249,38110.867,11,9,18,10,18,7,16,14,22,10,18,7,849,9.71959957936086e-05,0.371658763637963
473235,448132575,0,1.0,0.0,0.0,0.25191188,0.36693096,3077.0,0.7759064,0.05672574,2.56096,5.2723594,3.0,21581.742,60322.344,17,14,24,12,7,7,18,15,25,13,7,7,1684,0.185060271503944,0.6604926380434805
481182,1630027805,0,1.0,0.0,0.0,0.24138449,0.31052178,1941.0,1.127698,4.727702,8.884322,22.396059,4.0,35439.137,38085.574,12,20,19,17,14,15,12,20,19,20,14,16,960,0.16632260285732958,0.38816690028662104
481182,1985666335,0,1.0,0.0,0.0,0.14958191,0.18402353,1561.0,0.6778103,-0.35969824,3.9452589,8.810578,4.0,0.0,40537.594,4,20,16,9,22,19,5,23,20,10,24,20,904,0.011820704644021629,0.21738701229169788
481182,1759943919,0,1.0,0.0,0.0,0.5065607,0.5532186,4542.0,2.3879457,0.0,0.0,-1.0,3.0,31882.932,25583.084,9,4,19,17,28,38,10,5,20,20,30,41,2554,0.6143074961074872,0.16167011649424146
481182,1074992647,0,1.0,0.0,0.0,0.40992132,0.4873909,4097.0,2.68388,0.0,0.0,-1.0,3.0,32825.242,34829.812,35,38,28,14,7,13,41,39,30,15,7,13,2549,0.49071605234536986,0.18761926664622497
476384,1011139158,0,1.0,0.0,0.0,0.3146087,0.42063674,1811.0,0.41154552,-1.7496256,2.6311727,0.5516122,3.0,31876.695,48052.35,7,15,19,15,11,12,9,19,23,16,12,13,881,0.1573811110611525,0.26156998566479406
476384,495297445,0,1.0,0.0,0.0,0.24178141,0.34539425,3273.0,1.1923325,0.0,0.0,-1.0,3.0,39328.06,42582.19,4,15,16,13,19,14,4,15,16,18,19,14,1360,0.5752336976259567,0.7361137327471494
484616,4110523265,0,1.0,0.0,0.0,0.25479844,0.34594834,1998.0,0.3032763,0.0,0.0,-1.0,4.0,29396.348,42003.16,2,15,18,9,9,14,2,17,18,12,10,15,1037,0.5653019692449903,0.6197320859856843
483767,107161128,0,1.0,0.0,0.0,0.30419594,0.37343854,1817.0,2.4099393,-4.306511,4.306511,-4.306511,4.0,26214.324,55180.035,11,7,19,11,11,7,19,7,19,11,11,7,1003,0.6632403484015952,0.41613079815891785
479279,1163434199,0,1.0,0.0,0.0,0.1583442,0.24389178,1645.0,0.11677933,-0.56490713,2.059223,3.4285672,3.0,0.0,35671.445,6,16,25,7,11,12,6,20,29,8,13,13,810,0.008668473589442338,0.15427139574266258
479279,150027561,0,1.0,0.0,0.0,0.2539706,0.34462863,1733.0,0.14332938,-0.9630765,5.9676456,8.367757,4.0,35107.246,41525.594,10,4,17,8,8,5,10,4,17,10,9,6,860,0.0011895918162400099,0.24061984701499706
482153,2371421217,0,1.0,0.0,0.0,0.28234282,0.33632267,2399.0,0.0034482628,-1.6636577,4.4748564,4.161808,3.0,32125.645,37305.45,11,28,18,13,13,15,17,30,21,13,13,15,1344,0.47481185846268203,0.40842195085840083
482153,1648153362,0,1.0,0.0,0.0,0.17814559,0.25479147,1875.0,0.2635833,1.3466201,2.2906637,3.9168143,5.0,25711.066,49757.168,16,20,23,8,3,6,17,21,23,8,3,6,1012,0.026078821758224846,0.5895910716233537
482153,1758080969,0,1.0,0.0,0.0,0.23586434,0.29665926,2662.0,0.10561657,0.0,0.0,-1.0,3.0,0.0,50972.63,9,27,21,6,5,6,10,28,23,6,6,9,1220,0.6067942365452992,0.6725533429732982
482153,1892316311,0,1.0,0.0,0.0,0.20746937,0.31029755,1579.0,0.23344624,1.7894336,4.2912054,9.601695,3.0,32515.523,26398.918,6,20,17,18,17,19,6,21,19,19,17,19,896,0.3970905893420136,0.0994678179355718
483515,580496594,0,1.0,0.0,0.0,0.1967125,0.26083443,2242.0,0.21502149,-1.0256159,1.7240024,0.998906,3.0,22344.078,30561.209,20,11,18,13,12,22,24,12,18,17,12,22,1021,0.01941117679952964,0.43604163184477374
481166,1292722517,0,1.0,0.0,0.0,0.23936166,0.3159051,2172.0,0.16705345,2.003667,3.4407284,9.738646,3.0,33769.523,35381.863,7,32,19,9,17,18,10,37,19,11,17,19,1213,0.25881683524382004,0.2646212552419509
474991,2067479497,0,1.0,0.0,0.0,0.25352848,0.30419365,2621.0,1.8922455,-0.15176742,1.7080573,2.1968842,3.0,28149.398,29076.979,11,13,16,13,10,12,16,13,18,14,11,13,1733,0.00015634206760040126,0.3800063693399456
474991,1977065315,0,1.0,0.0,0.0,0.5507814,0.6255854,7844.0,0.9117138,0.0,0.0,-1.0,5.0,26546.676,23675.426,5,37,33,12,14,12,5,38,34,12,14,12,5320,0.553906786786644,0.6520942705367578
473617,1227905266,0,1.0,0.0,0.0,0.2501889,0.3053515,2303.0,0.5119631,0.0,0.0,-1.0,3.0,30253.908,26426.672,6,30,26,9,11,8,6,30,26,9,12,9,1443,0.5295858811403311,0.5499867453047542
477048,47736797,0,1.0,0.0,0.0,0.24334028,0.2840276,2807.0,0.92780435,0.15789454,2.9601114,3.1158526,3.0,29170.184,28664.555,13,27,20,4,13,12,21,29,25,7,13,13,1674,0.002448829720282597,0.6124273287476185
482129,1444628979,0,1.0,0.0,0.0,0.22546656,0.32554716,1793.0,0.85093915,-0.76370424,3.7466934,4.0835752,3.0,31483.56,32751.316,3,21,17,9,3,7,3,21,17,10,3,9,883,0.22207935928454003,0.16411310630755227
482212,2533086345,0,1.0,0.0,0.0,0.3582413,0.4214787,3232.0,0.6174686,0.0,0.0,-1.0,3.0,0.0,32519.814,14,9,21,8,25,26,21,9,26,8,26,27,2238,0.5733862076023977,0.8167115722340541
481749,2746406990,0,1.0,0.0,0.0,0.33825547,0.43233517,2068.0,0.14140177,0.0,0.0,-1.0,3.0,27170.602,86895.55,10,9,16,17,18,17,10,11,18,22,19,19,1005,0.5854999980680824,0.44125314253773307
481207,3225625897,0,1.0,0.0,0.0,0.24213275,0.31290317,2194.0,0.098498255,-2.8261917,5.0873876,0.045639154,3.0,38806.72,32266.508,10,25,20,12,13,17,14,30,22,12,14,17,1106,0.007460044187003967,0.377971142828315
484203,1751403071,0,1.0,0.0,0.0,0.20749378,0.30399552,1681.0,1.1620264,-1.6246206,4.2873416,3.465392,4.0,33127.902,22250.773,11,18,16,14,7,15,14,19,17,15,9,16,814,0.5241730776613607,0.3108037765228069
484203,1458745983,0,1.0,0.0,0.0,0.2351756,0.2620799,1975.0,0.9139726,0.0,0.0,-1.0,3.0,20314.441,26513.83,13,9,16,6,19,31,16,9,17,7,20,32,866,0.5846295307494421,0.37792963818795156
476589,1136751221,0,1.0,0.0,0.0,0.13171478,0.18061598,2286.0,0.46669084,-0.041484155,0.25928798,0.21446373,3.0,35758.656,32024.617,10,33,18,15,17,18,10,35,20,17,17,18,1071,0.5854353103605896,0.4903054247473282
480188,1399273314,0,1.0,0.0,0.0,0.25437027,0.31790096,3757.0,0.010215998,-4.5643897,5.000334,-1.6836373,5.0,26151.156,63808.656,11,16,27,10,11,11,15,18,29,10,11,12,2310,0.001578819155353517,0.9279668826340004
483532,1189558460,0,1.0,0.0,0.0,0.20774652,0.24964197,1968.0,0.20078379,-0.11317481,0.76807916,1.0312982,3.0,24179.209,27866.965,18,16,16,15,13,14,18,16,16,16,13,14,862,0.31345910092165397,0.3232396993404154
476785,2673757639,0,1.0,0.0,0.0,0.23608102,0.29085252,2784.0,0.55983937,0.0,0.0,-1.0,5.0,38287.36,40773.41,10,27,18,10,8,9,10,27,18,11,8,9,1351,0.5582453576195232,0.8831874026051585
480794,1417515648,0,1.0,0.0,0.0,0.23076653,0.28707278,1673.0,0.16128045,0.0,0.0,-1.0,6.0,36483.57,39894.824,7,22,18,16,14,14,7,23,19,17,14,14,830,0.663541808389248,0.7556096499625685
480794,1694132668,0,1.0,0.0,0.0,0.24238725,0.25731984,2287.0,0.03507018,-1.658818,3.645185,1.493883,3.0,25942.475,73945.11,7,21,21,13,20,20,10,22,23,14,21,22,1301,0.004157695089276325,0.40405598427461553
480794,2332119380,0,1.0,0.0,0.0,0.26577953,0.389784,2395.0,2.7798214,0.0,0.0,-1.0,3.0,28211.178,24835.158,8,8,16,14,15,16,9,8,16,16,15,18,1233,0.6524195320586335,0.2195786112455379
481893,1142648755,0,1.0,0.0,0.0,0.4217666,0.44246653,6432.0,0.09390086,0.0,0.0,-1.0,5.0,0.0,22319.979,7,11,24,9,7,19,8,11,26,11,8,20,4089,0.5411203972381264,0.9536300288004212
481893,312035200,0,1.0,0.0,0.0,0.26168844,0.39070398,1804.0,0.08696419,0.0,0.0,-1.0,3.0,37502.99,30816.742,7,25,16,17,13,16,8,30,19,18,13,16,1122,0.6561669068442317,0.30094985545634567
479885,3146479275,0,1.0,0.0,0.0,0.49415106,0.5350948,4605.0,1.6053708,0.0,0.0,-1.0,7.0,31365.082,20829.57,7,10,31,6,13,9,8,11,31,6,14,10,3472,0.6383542260138255,0.7112901752335606
476396,540641352,0,1.0,0.0,0.0,0.18610972,0.2643545,1673.0,0.35743093,-2.151559,7.431105,8.923767,5.0,39976.516,44065.504,11,19,16,10,18,12,12,20,17,12,19,13,836,0.08845421901003625,0.44413761225553927
486253,660463851,0,1.0,0.0,0.0,0.20829812,0.31157035,1731.0,0.049557924,0.0,0.0,-1.0,3.0,20031.883,72631.47,17,10,16,13,18,16,23,18,19,18,19,16,857,0.5611811105856175,0.2624291304381684
486253,743703472,0,1.0,0.28692302,0.28692302,0.19983761,0.26899353,1929.0,0.15242964,1.1361258,5.1252823,9.117865,3.0,28964.533,25378.59,12,20,20,10,10,22,15,21,23,11,12,24,968,0.34225601612588974,0.20084411366852095
475008,2414616161,0,1.0,0.0,0.0,0.31299472,0.40690818,2107.0,0.105363846,-1.0475732,4.6059017,3.7141745,4.0,33522.203,38087.484,7,11,16,10,7,6,7,11,16,12,8,7,1096,0.01687308326676995,0.4940767938667727
475008,2959745696,0,1.0,0.0,0.0,0.16923954,0.24094577,1691.0,0.116677284,0.0,0.0,-1.0,4.0,34123.66,33372.887,7,12,17,12,6,6,9,15,19,12,6,6,932,0.609148603703955,0.4514376114355826
475008,1620270488,0,1.0,0.0,0.0,0.24014916,0.3011753,1549.0,2.3919482,-2.0583982,5.2742686,2.6536787,3.0,28024.809,25342.652,12,13,21,17,14,16,16,13,24,18,15,19,856,0.04673902722334311,0.07521093897157705
486026,3234949027,0,1.0,0.0,0.0,0.51322436,0.5318621,4920.0,1.4812844,-1.9868557,3.185843,2.7428222,7.0,23669.307,20697.486,11,26,17,13,24,19,11,26,17,14,26,20,3664,0.0,0.6649527174238286
486026,2873743206,0,1.0,0.0,0.0,0.25426403,0.31278592,2488.0,0.07794732,1.9274664,3.0608876,5.900838,3.0,27223.4,71600.15,10,22,19,17,19,9,10,24,22,18,19,9,1030,0.009337730699092273,0.4364926236174834
486026,2955663533,0,1.0,0.0,0.0,0.1668552,0.275937,1926.0,0.050757885,6.7092476,10.38715,23.774834,3.0,35441.84,25123.896,15,8,20,11,11,16,20,10,21,11,12,17,802,0.2902175304951554,0.2743823928111627
475321,432635672,0,1.0,0.0,0.0,0.238415,0.31518602,1542.0,0.02708292,1.1536182,1.584503,2.9950867,3.0,29196.107,25075.518,4,27,25,10,10,15,4,27,25,11,12,18,889,0.2516801754144974,0.13600883615073045
482153,2651870170,0,1.0,0.0,0.0,0.27448168,0.3230146,2359.0,0.18549645,-0.028954303,2.197465,3.8994894,4.0,37892.836,43665.727,10,13,29,8,16,7,15,16,32,8,17,8,1600,0.027947819330866097,0.6509288490568608
482212,1515069915,0,1.0,0.0,0.0,0.20841649,0.28917792,2092.0,0.47343946,4.71016,6.7090335,15.977844,4.0,9624.305,48815.98,11,18,16,21,18,20,15,19,19,23,20,22,1038,0.008585674297624912,0.43638371451259117
480674,2347042680,0,1.0,0.0,0.0,0.27808765,0.36707675,2344.0,0.17097074,2.5700343,4.5502424,9.897331,3.0,38407.246,52470.85,6,19,20,11,21,16,6,24,20,11,22,17,1193,0.2816070479841508,0.33415123009437775
480674,1622682110,0,1.0,0.0,0.0,0.27867585,0.37442955,1853.0,0.068434775,-1.6882259,7.0164948,3.9745653,5.0,37492.3,67728.805,9,13,16,13,18,20,14,16,16,16,18,20,992,0.0011704911201569912,0.5443826356266899
482129,1127410462,0,1.0,0.0,0.0,0.24609572,0.3151446,2399.0,0.23201394,-4.578338,5.022639,-1.9229475,3.0,27660.127,46832.047,2,17,16,10,14,5,2,19,18,13,16,6,1177,0.16172721160648584,0.5170186357796155
482129,485709678,0,1.0,0.0,0.0,0.21912174,0.28667116,2223.0,0.084388494,-2.5409102,5.454496,4.417765,3.0,35282.496,34250.496,7,28,17,17,20,23,7,28,17,18,21,24,1102,0.16540778525391853,0.3149359628642484
481207,2425429978,0,1.0,0.0,0.0,0.23170324,0.31422967,1695.0,2.2105167,2.4765162,2.4765162,2.4765162,3.0,24607.781,27064.277,14,10,19,9,14,15,15,10,20,10,14,16,837,0.0,0.07632162878211535
479553,1223996505,0,1.0,0.0,0.0,0.14795215,0.27451167,1630.0,0.204674,0.0,0.0,-1.0,8.0,29127.408,31551.863,4,15,17,7,14,17,4,17,19,7,16,19,879,0.5856337281212431,0.8585861551670292
479553,1179074247,0,1.0,0.0,0.0,0.16204387,0.22925727,1603.0,0.26051402,-0.12345355,4.8940334,9.340936,4.0,37972.13,27263.316,4,16,16,2,16,13,4,16,16,4,19,15,912,0.013219831881644328,0.20733283088208565
483888,2390545652,0,1.0,0.0,0.0,0.19059072,0.2771272,1987.0,0.40037823,0.35613474,1.1272006,1.875227,3.0,38801.52,59463.03,2,30,23,4,11,10,4,33,24,4,13,12,1159,1.1330953854526982e-05,0.3060256531198926
479680,1638446607,0,1.0,0.0,0.0,0.21128958,0.29076073,1658.0,1.9067545,0.0,0.0,-1.0,3.0,27060.055,26310.781,6,21,22,7,11,10,13,26,27,7,11,10,908,0.5705024492762039,0.14823222205753617
484203,2443701686,0,1.0,0.0,0.0,0.18482636,0.2790817,2182.0,0.17031074,0.0075360932,2.4482028,3.3985586,3.0,33475.902,36871.1,12,23,26,8,22,17,14,24,27,9,22,17,1110,0.2498920317004808,0.3389747222064474
484203,3608361434,0,1.0,0.0,0.0,0.15908551,0.20209508,1698.0,0.52366346,-2.2374706,3.6635783,1.0782207,3.0,8456.496,25114.549,8,11,16,7,12,8,11,12,19,8,12,8,845,0.38216228190326307,0.18473715609717845
483409,632259998,0,1.0,0.0,0.0,0.3005215,0.40642142,3835.0,0.29601133,-3.282875,6.0252905,0.9423475,3.0,35112.875,60941.406,12,39,23,10,13,23,13,40,23,13,13,23,2232,0.11748582285534226,0.8244853693705818
483409,1384984841,0,1.0,0.0,0.0,0.29977626,0.35746577,3141.0,2.9066064,0.0,0.0,-1.0,3.0,29047.662,22955.383,12,25,23,13,19,18,13,25,24,13,19,18,2008,0.5440343331967805,0.2792093702374552
480794,1746750149,0,1.0,0.0,0.0,0.2831768,0.34262434,2288.0,0.1977582,-0.39729136,2.1933553,3.3536456,3.0,25248.385,50681.582,14,24,21,15,10,22,16,24,23,21,14,25,1042,0.0047283933450503746,0.4211118548343058
