runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_BIBM_raw,track_scalar_sum_pt_barrel_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s,scoreNN1b,scoreNN2b
410000,1592,537836,1.53913e-10,0.11111111,5.671481,0.53160363,0.53160363,0.53160363,0.53160363,0.0,0.0,0.0,0.012943319,0.11600184,0.0,0.092999786,0.0,0.8271943,0.0,59521.844,54237.117,3,27,16,4,3,11,3,28,17,6,4,12,1244,0.5736343305342677,0.09139713302830144
410000,28254,537836,1.1589069e-10,0.72727275,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0157127,0.0,42871.438,44878.562,8,11,17,7,2,3,10,14,19,8,3,4,2323,0.5327981562365247,0.9511094455970197
410000,97217,537836,1.2764416e-10,0.12,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3064687,0.0,81002.31,84294.95,3,25,23,0,0,1,3,25,23,0,0,1,2760,0.6023573663781847,0.8901094627751076
410000,45650,537836,9.1950066e-11,0.32,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6009426,0.0,234817.17,253075.98,16,50,22,5,2,2,16,50,22,5,2,2,2944,0.5578747357571876,0.9028636916799734
410000,132309,537836,1.3383503e-10,0.5714286,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5477233,0.0,58909.09,47779.082,4,7,19,4,2,2,7,10,22,6,3,2,1137,0.5580360174879299,0.22334337614272604
410000,65299,537836,1.6944181e-10,0.032258064,20.851437,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7138226,0.0,92293.305,64670.242,1,31,37,8,5,3,1,36,40,9,6,4,1972,0.6040592509341254,0.6683943982427046
410000,132762,537836,1.9568346e-10,0.42857143,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88613,0.0,73276.02,71615.375,3,7,20,14,4,6,3,7,20,15,7,8,2503,0.6328852703262037,0.8496713345535821
410000,125298,537836,1.9771412e-10,0.16666667,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1857404,0.0,61479.824,55203.203,2,12,17,5,0,1,2,14,18,6,2,4,1235,0.47409927071116265,0.2137323723113892
410000,101621,537836,1.246884e-10,0.18181819,19.749489,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4690535,0.0,137645.25,135857.62,6,33,34,8,1,4,11,38,39,8,1,4,2021,0.5844881645026611,0.8309796592155574
410000,123451,537836,1.2220472e-10,0.06666667,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.534962,0.0,48169.33,57670.227,1,15,32,5,1,4,1,16,32,5,1,4,1399,0.5571329888097389,0.38942194366131133
410000,121713,537836,1.124768e-10,0.15789473,33.244686,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.047585,0.0,121879.22,131863.47,3,19,19,4,1,3,3,19,19,4,1,3,2969,0.6380242573166732,0.9326794280520739
410000,35386,537836,1.9336627e-10,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4037867,0.0,100811.19,50136.24,0,20,22,11,3,7,0,21,23,11,3,7,981,0.5512441051523276,0.15442031874481843
410000,133196,537836,1.2873232e-10,0.13636364,43.50521,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1862355,0.0,53455.34,42405.61,3,22,23,8,4,0,5,22,25,8,4,0,3025,0.5461942347550334,0.9065537542097181
410000,65809,537836,1.3147015e-10,0.4,5.752196,5.768616,1.9228721,2.1706603,3.2585483,0.126,0.0,0.6290078,1.9575313,0.7660112,-0.023079423,-0.050001398,0.0,2.4661376,0.0,60417.39,57746.477,2,5,25,6,1,2,2,5,27,6,1,3,2091,0.39401012288595594,0.8999090145735954
410000,41327,537836,0.0,0.33333334,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0572526,0.0,81344.57,82096.06,5,15,17,3,0,1,5,16,18,4,0,1,1257,0.5843425757364069,0.30797395166661556
410000,106291,537836,4.9404684e-14,0.5,9.07014,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.223719,0.0,156949.73,161216.81,11,22,21,10,2,2,13,24,23,10,2,2,1757,0.553209598905002,0.6598244451767747
410000,132447,537836,1.7737628e-10,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9782777,0.0,87564.84,86457.71,3,6,19,2,6,4,4,7,19,2,6,4,2742,0.5819197727969377,0.846989863373811
410000,96706,537836,1.8138822e-10,0.72727275,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1432743,0.0,72382.586,47427.133,16,22,16,12,4,8,18,24,18,12,7,12,1481,0.5954588828129799,0.8883394998578169
410000,71911,537836,1.0275587e-10,0.36363637,21.073248,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0080829,0.0,170054.23,179211.3,4,11,16,3,1,11,5,11,17,5,1,12,1644,0.6172291128381959,0.7016108953448255
410000,99489,537836,1.2040698e-10,0.25,5.3708963,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074035,0.0,40312.312,44483.535,3,12,22,3,1,3,3,12,22,4,2,3,2092,0.5349863634428531,0.9015799735210817
410000,88311,537836,6.1239235e-14,0.35714287,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1385844,0.0,51730.414,52570.766,5,14,18,9,14,17,7,14,20,13,14,21,1475,0.5895415813220921,0.48962984970762424
410000,60829,537836,1.5537324e-10,0.45454547,0.0,0.50866336,0.50866336,0.50866336,0.50866336,-0.13499838,0.0,0.039003246,0.0,0.28400415,0.0,0.02899993,0.0,3.047411,0.0,84766.79,88774.6,5,11,28,4,2,3,5,11,30,4,3,4,1985,0.7058822747549582,0.9224716468704405
410000,24042,537836,9.6150685e-11,0.26666668,5.341702,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7630599,0.0,77828.055,91287.04,8,30,20,3,2,3,11,32,24,3,3,4,1088,0.515903463987585,0.7611423032609002
410000,136687,537836,3.553716e-11,0.07692308,14.036414,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9196756,0.0,71250.21,75586.15,2,26,19,7,0,0,4,27,20,7,0,0,1398,0.6048008104506339,0.5831417589160701
410000,32047,537836,1.9047078e-10,0.10526316,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7623203,0.0,97363.7,87274.336,2,19,17,7,1,1,2,19,18,7,1,1,1257,0.5696558227962563,0.9272250731894165
410000,33889,537836,1.2587927e-10,1.5,0.0,8.183819,2.7279396,3.2424994,5.171539,-0.0070130313,0.0,0.6130052,0.06713186,1.3870175,0.0,1.9600017,0.0,3.0974553,0.0,58488.996,57970.812,12,8,17,2,0,0,12,8,17,2,0,0,2454,0.3053859766302014,0.8704338137495569
410000,69843,537836,1.2836784e-10,0.0,10.558979,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0245926,0.0,128222.484,120404.69,0,23,21,10,3,2,0,23,21,10,3,2,1856,0.5460760354493254,0.7626639671024382
410000,67077,537836,3.1744213e-10,0.3846154,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0601969,0.0,66389.75,75486.516,5,13,19,10,1,5,5,15,21,10,1,5,1929,0.5847205728717116,0.8463756401327678
410000,50539,537836,2.0181753e-10,0.2173913,15.927259,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529641,0.0,52160.305,26362.336,5,23,42,13,5,6,6,23,43,14,8,9,2852,0.5806587212108278,0.6906643431065911
410000,69936,537836,1.7866693e-10,0.6923077,56.817116,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3355596,0.0,73058.484,76187.48,9,13,16,4,3,1,10,13,18,4,3,1,3054,0.5909747308496149,0.9405087901396952
410000,131520,537836,1.5560508e-10,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1499982,0.0,80066.766,89448.414,0,15,18,11,0,1,0,16,19,11,1,3,1673,0.5351785222910928,0.7229425798062068
410000,108941,537836,1.6569962e-10,0.13043478,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.614215,0.0,60945.754,56292.03,3,23,19,5,1,0,5,25,19,5,2,2,1868,0.5598206743085336,0.9209973092279449
410000,51189,537836,1.2911847e-10,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3597202,0.0,67852.6,75363.51,0,25,19,5,2,2,0,25,21,5,2,3,2173,0.5484612735306273,0.8723680145454009
410000,51591,537836,1.3190465e-10,0.33333334,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9011197,0.0,40972.39,32998.117,2,6,21,5,2,6,6,10,23,6,3,6,1905,0.6848222374145587,0.887636375273806
410000,64360,537836,2.977591e-10,0.42857143,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2705364,0.0,137991.9,141989.22,15,35,36,11,6,10,17,36,37,14,8,10,3164,0.53850046082405,0.7850338083404261
