runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_BIBM_raw,track_scalar_sum_pt_barrel_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s,scoreNN1b,scoreNN2b,MSTracklet_barrel_avg_dR_raw,MSTracklet_barrel_rms_dR_raw,MSeg_barrel_avg_dR_raw,MSeg_barrel_rms_dR_raw,MS1Vtx_barrel_hits_ntot_raw,MSVtx_MET_dphi_raw,MS1Vtx_avg_clustime_raw,MS1Vtx_rms_clustime_raw,MS1Vtx_maxclustime_raw,MS1Vtx_nTracklet_raw,region,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,msvtx_nTGC_s,scoreNN1e,scoreNN2e,MSTracklet_endcap_avg_dR_raw,MSTracklet_endcap_rms_dR_raw,MSeg_endcap_avg_dR_raw,MSeg_endcap_rms_dR_raw,MS1Vtx_endcap_hits_ntot_raw,mass_point
410000,87743,537839,1.2629468e-10,,,144.56963,9.035602,12.314229,36.65481,5.8644514,0.85540944,33.223705,5.195079,42.378304,-1.5246944,2.0138605,0.0,3.508368,0.0,309941.56,314476.56,3,2,3,8,22,43,3,2,3,8,24,44,,,,,,,,,0.095556855,1.1402183,2.1840172,4.936599,7.0,endcap,0.36363637,0.0,2863.0,0.9999999981504752,0.9975992140079144,1.0678056,1.0678056,0.57737094,0.6274268,5575.0,mS55
410000,132629,537839,1.5391625e-10,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8667446,0.0,66996.02,74720.54,0,1,2,7,21,32,0,1,2,8,21,33,,,,,,,,,0.16483727,0.0,0.0,-1.0,9.0,endcap,0.33333334,0.0,1317.0,0.8558745930348535,0.8295379535151721,0.0,0.0,0.3442927,0.40166217,2895.0,mS55
410000,316,537839,5.801501e-10,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.139017,0.0,103727.15,114980.875,0,2,0,6,36,31,0,2,0,7,39,33,,,,,,,,,0.22811918,0.0,0.0,-1.0,4.0,endcap,0.16666667,0.0,1602.0,0.9022957816493764,0.7033518363907014,0.83088577,0.8308858,0.40482956,0.45857057,3269.0,mS55
410000,85201,537839,8.518697e-11,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3817931,0.0,329581.16,317986.03,2,2,4,4,21,32,2,2,4,7,27,39,,,,,,,,,0.13888927,0.0,0.0,-1.0,8.0,endcap,0.1904762,0.0,1933.0,0.9242602828932376,0.9506968395456692,0.0,0.0,0.4916979,0.5289963,3690.0,mS55
410000,94941,537839,7.9582896e-11,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8013356,0.0,261564.2,305250.12,0,1,0,6,13,42,0,1,0,7,14,42,,,,,,,,,0.19481209,0.0,0.0,-1.0,10.0,endcap,0.46153846,643.16766,1509.0,0.9464537861069936,0.9438995954018722,0.37379214,0.37379214,0.46609715,0.53594184,3168.0,mS55
410000,79768,537839,4.0489066e-12,,,92.32677,10.25853,14.183233,33.881096,7.1599417,3.0482183,15.1984415,0.6223435,28.494452,0.0,1.2900198,0.0,2.764854,0.0,173062.81,178955.81,5,1,0,10,33,36,5,1,0,11,34,37,,,,,,,,,0.050556093,1.567762,3.5127184,9.142253,13.0,endcap,0.3030303,19.916555,1440.0,0.9998888267775684,0.9833532663896222,0.7115163,0.74036074,0.43025827,0.4756313,3139.0,mS55
410000,97769,537839,0.0,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5145643,0.0,135403.97,104283.4,0,3,0,6,35,40,0,3,0,10,36,44,,,,,,,,,0.011478186,0.0,0.0,-1.0,13.0,endcap,0.17142858,25.90594,1911.0,0.9424999280488504,0.9917972545630662,0.96964043,0.96964043,0.4408108,0.47854155,3330.0,mS55
410000,97829,537839,0.0,,,9.613506,4.806753,4.817726,5.1317368,0.0,0.65603584,1.407248,0.0,1.139145,0.0,0.47044957,0.0,3.7951958,0.0,138239.28,146297.7,3,2,2,13,30,38,3,2,2,16,35,40,,,,,,,,,0.16413379,-0.6418404,0.8895046,-0.026,15.0,endcap,0.43333334,0.0,1350.0,0.3891289198349151,0.994768914168949,0.70983195,0.7588643,0.4861923,0.5457065,3186.0,mS55
410000,47112,537839,1.6974998e-10,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.224288,0.0,46170.586,52371.11,4,0,1,5,19,34,4,0,1,5,20,35,,,,,,,,,0.03801775,0.0,0.0,-1.0,10.0,endcap,0.2631579,12.35285,1461.0,0.3060640058881378,0.9563882391968328,0.9283109,0.9283109,0.5532459,0.6042543,3044.0,mS55
410000,7635,537839,0.0,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3369226,0.0,83429.14,99454.93,3,4,0,14,28,33,5,5,0,18,30,36,,,,,,,,,0.19752368,0.0,0.0,-1.0,12.0,endcap,0.5,22.382675,1632.0,0.7804547112518742,0.9662579173538304,0.0,0.0,0.44715372,0.4859646,3196.0,mS55
410000,119506,537839,8.4051974e-11,,,47.731335,7.9552226,9.2335205,16.09476,0.0,0.82606554,5.044399,5.7730327,9.976702,-0.8677873,1.1641823,0.0,1.2373699,0.0,300144.4,299118.4,1,1,0,8,34,33,1,1,0,10,40,38,,,,,,,,,0.120608926,-2.3138857,3.0851748,-0.14848782,4.0,endcap,0.23529412,0.0,1166.0,0.9956978712250992,0.281741066529184,0.6565558,0.6565558,0.43050656,0.4969664,2395.0,mS55
410000,94726,537839,7.8744386e-11,,,16.386969,8.193485,8.246475,9.1268425,0.0,0.37399998,1.3279965,0.0,2.5520082,0.0,2.1480062,0.0,1.3047643,0.0,287992.7,296578.97,1,1,1,4,17,31,1,1,1,7,19,40,,,,,,,,,0.03457284,0.14988492,0.45446724,0.57892454,9.0,endcap,0.23529412,29.560244,2286.0,0.8837973685712711,0.982413791605718,0.0,0.0,0.46083155,0.49787402,4197.0,mS55
410000,45563,537839,1.6061025e-10,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2674596,0.0,68616.77,67250.62,0,2,1,6,31,32,1,3,1,6,33,37,,,,,,,,,0.045018077,0.0,0.0,-1.0,9.0,endcap,0.19354838,0.0,1526.0,0.878546413616943,0.8472480107423208,0.0,0.0,0.4480744,0.48392984,2929.0,mS55
410000,62769,537839,1.5787316e-10,,,47.136066,6.7337236,7.582539,11.17966,0.99062425,0.0,8.168845,0.0,14.41847,0.0,-0.069195285,0.0,3.31985,0.0,71181.27,75126.35,3,0,0,6,13,33,3,0,0,6,15,35,,,,,,,,,0.054615825,-0.4036844,0.9253932,0.5807028,13.0,endcap,0.46153846,0.0,1545.0,0.976047873312737,0.9325916095238092,0.0,0.0,0.40534696,0.4625486,2684.0,mS55
410000,62525,537839,1.350697e-10,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4149737,0.0,123459.21,115457.7,1,0,3,3,43,36,1,0,3,3,43,37,,,,,,,,,0.4921956,0.0,0.0,-1.0,7.0,endcap,0.069767445,0.0,1952.0,0.9580983986393086,0.9354879689164536,0.95784676,0.95784676,0.42385447,0.46968463,3415.0,mS55
410000,33834,537839,0.0,,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9547825,0.0,119822.3,115625.96,11,1,3,7,20,35,12,1,3,8,20,36,,,,,,,,,0.21775174,0.0,0.0,-1.0,5.0,endcap,0.35,129.83751,1611.0,0.8941680185959432,0.5929308849881596,0.75609636,0.75609636,0.49573207,0.54170233,2661.0,mS55
