runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_EIEM_raw,track_scalar_sum_pt_endcap_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nTGC_s,scoreNN1e,scoreNN2e
410000,22512,537837,1.3645515e-10,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9601336,0.0,48272.758,51342.844,1,0,0,7,14,34,1,0,0,8,15,34,1731,0.6881824593767483,0.8473488384678931
410000,22534,537837,1.1643773e-10,0.22222222,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9124877,0.0,199711.77,185563.28,0,4,0,4,18,33,0,4,0,4,20,33,2324,0.8948324529937534,0.9754472788041264
410000,22627,537837,1.2055716e-10,0.43333334,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9528792,0.0,76811.625,99702.31,1,1,1,13,30,35,1,1,1,13,30,35,1259,0.7521254841265179,0.6027755013813831
410000,8893,537837,1.2125742e-10,0.17391305,106.175896,7.389775,1.477955,1.7617521,2.919506,-0.4369962,0.0,0.8520067,0.0,2.6479714,0.0,0.09599862,0.0,1.3370818,0.0,74794.875,83325.02,0,3,5,4,23,34,0,3,5,4,26,36,1360,0.9796801063276841,0.9909488643769928
410000,9849,537837,1.255479e-10,0.30769232,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3056583,0.0,51686.01,46359.145,1,1,2,4,13,39,1,1,2,5,13,39,1219,0.242138644336938,0.40674311758736614
410000,20931,537837,1.112346e-10,0.375,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1783555,0.0,73291.59,69954.84,3,3,2,6,16,34,3,3,2,9,16,34,1777,0.8454234729267608,0.8561624348334542
410000,148360,537837,9.0872226e-11,0.13636364,0.0,40.965515,6.8275867,7.0204425,9.062088,0.0,0.06793603,3.1989675,0.0,8.762543,0.0,6.1452847,0.0,3.2534575,0.0,197169.61,195533.45,1,0,16,3,22,33,1,0,16,3,22,33,2629,0.9876409035136403,0.9544891132818532
410000,43727,537837,4.2595275e-10,0.54545456,0.0,10.569361,2.6423402,2.8428812,4.455263,1.2479296,-0.17638941,1.8837266,0.0,1.0812993,0.0,0.5663011,0.0,3.3078754,0.0,138053.77,143051.52,2,6,1,12,22,34,2,6,1,13,26,38,1797,0.5555633261694459,0.7762999684884013
410000,93743,537837,1.0130857e-10,0.4117647,22.423426,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.392433,0.0,108935.43,129823.05,0,0,0,7,17,34,0,0,0,8,17,35,1116,0.6929164014276996,0.7062427182908547
410000,93950,537837,1.2619027e-10,0.25,6.3028092,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1817875,0.0,94509.18,85478.41,1,3,0,3,12,40,2,4,1,4,12,40,2251,0.9123188817081195,0.9689570204815388
