runNumber,eventNumber,mcChannelNumber,eventWeight,nMSeg_ratio_BIBM_raw,track_scalar_sum_pt_barrel_raw,MS1Vtx_clusE_raw,MS1Vtx_avg_clusE_raw,MS1Vtx_rms_clusE_raw,MS1Vtx_maxclusE_raw,MS1Vtx_l1ecal_raw,MS1Vtx_l1hcal_raw,MS1Vtx_l2ecal_raw,MS1Vtx_l2hcal_raw,MS1Vtx_l3ecal_raw,MS1Vtx_l3hcal_raw,MS1Vtx_l4ecal_raw,MS1Vtx_l4hcal_raw,MS1Vtx_mindR_jetcut_raw,MS1Vtx_sumTrackPt0p2Cone_raw,htmiss_NOSYS,met_met_NOSYS,msegUnAssoc_nBIL,msegUnAssoc_nBML,msegUnAssoc_nBOL,msegUnAssoc_nEIL,msegUnAssoc_nEML,msegUnAssoc_nEOL,muSeg_nBIL,muSeg_nBML,muSeg_nBOL,muSeg_nEIL,muSeg_nEML,muSeg_nEOL,msvtx_nRPC_s,scoreNN1b,scoreNN2b
410000,90288,537837,1.08768446e-10,0.21428572,133.61967,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0456707,0.0,267697.1,279242.22,3,14,19,10,1,4,3,16,21,11,1,4,1287,0.7508578691455738,0.4446575056852815
410000,57631,537837,5.446992e-11,0.1,0.0,18.824339,1.568695,1.924196,4.5435886,0.848462,0.0,1.7637818,0.04136516,5.8184547,0.90723586,0.18844996,-0.026829414,0.9263863,0.0,381599.22,403616.2,2,20,39,6,1,3,2,20,39,6,1,3,2663,0.3911158345193265,0.838253134871265
410000,131295,537837,5.4647103e-14,0.9,17.74499,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1540921,0.0,66339.02,67529.125,9,10,18,5,2,4,13,11,21,5,2,4,1858,0.5266038571423165,0.6373089276844328
410000,126668,537837,4.599761e-10,0.04347826,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0773418,0.0,59120.453,42168.742,1,23,26,12,1,2,1,24,27,12,1,3,2291,0.5291371874926343,0.9643090199410091
410000,147757,537837,2.4138824e-10,0.06666667,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.953658,0.0,328461.6,327208.88,1,15,25,10,2,9,1,16,26,19,2,11,2781,0.5207530982996669,0.885778315946709
410000,123839,537837,1.0932626e-10,0.27272728,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3015767,0.0,62789.7,37259.844,6,22,22,14,2,3,9,24,24,15,3,4,1853,0.48035586246865813,0.6325313513350208
410000,123958,537837,1.2513778e-10,0.22222222,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4599845,0.0,94700.77,100156.12,2,9,29,6,0,11,4,10,30,7,0,11,2826,0.6096023681866123,0.9416779406329698
410000,137570,537837,1.213741e-10,0.08108108,0.0,0.7714737,0.7714737,0.7714737,0.7714737,0.73789614,0.0,0.015119106,0.0,0.0,0.0,0.0,0.0,2.8519685,0.0,55683.453,53195.64,3,37,22,10,1,2,3,40,25,10,1,2,2839,0.6852697380190367,0.9058497636863273
410000,110500,537837,1.2746358e-10,0.5294118,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7600043,0.0,231480.62,229953.73,9,17,20,6,1,0,10,23,25,6,1,0,1515,0.5697802066792492,0.8958081826077988
410000,126344,537837,4.512615e-10,0.08695652,0.0,1.8733182,1.8733182,1.8733182,1.8733182,0.114,0.0,0.30099934,0.0,0.6320126,0.0,-0.049000826,0.0,3.8487358,0.0,50688.016,62707.99,2,23,22,11,2,5,2,25,24,11,2,5,2413,0.604369345947003,0.9249876554776904
410000,134647,537837,1.08379944e-10,0.5625,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5427887,0.0,56382.797,117039.56,9,16,17,5,0,1,13,17,20,5,0,1,2504,0.616451729354384,0.8368667949952691
410000,148409,537837,1.0913728e-10,0.0,0.0,13.529653,1.9328076,2.3098106,4.666299,0.19299655,0.0,3.9400012,0.077794306,4.0210085,0.0,0.31799892,0.0,1.7559404,0.0,134525.11,104252.84,0,18,16,5,0,1,0,19,17,5,0,2,1895,0.2900953947154882,0.9420441445200783
410000,43751,537837,4.6968884e-10,0.125,27.314451,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8170495,0.0,53264.605,78387.72,2,16,17,10,5,7,2,18,18,10,5,7,2318,0.6176073541894236,0.930844137869754
410000,113504,537837,1.08945866e-10,1.0,6.006579,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6110368,0.0,71473.734,84259.15,13,13,19,6,0,1,16,17,19,6,0,1,1785,0.5876281586866392,0.9180861865949171
410000,88386,537837,0.0,0.3529412,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3946238,0.0,68632.11,73825.07,6,17,16,5,3,0,7,18,17,5,3,0,2745,0.6051872871507514,0.9374745250454816
410000,99941,537837,1.5672383e-10,0.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.107237,0.0,164213.58,159992.36,13,26,31,5,4,1,14,28,33,5,6,4,1584,0.5305093441495196,0.7489120798155762
410000,10074,537837,1.2812712e-10,0.4117647,66.84264,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.364455,0.0,112361.18,104610.26,7,17,17,5,0,2,8,18,17,5,0,3,2259,0.6496941548175095,0.7673825755250578
410000,42676,537837,1.07116614e-10,0.33333334,57.31478,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5229834,0.0,145434.22,150236.81,5,15,20,3,1,1,8,16,24,3,1,1,2024,0.5903201517427739,0.8337001055419705
410000,42685,537837,1.1673007e-10,0.3,0.0,1.035459,0.5177295,0.59072053,0.80217093,0.10899989,0.0,0.2550026,0.0,0.21099812,0.0,0.0,0.0,4.46634,0.0,76793.13,66947.25,6,20,25,5,3,1,10,22,27,6,4,2,1833,0.8010068264766955,0.616234515861183
410000,51515,537837,1.522889e-10,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8710887,0.0,88940.13,117760.49,0,19,25,4,1,1,0,22,27,4,2,2,2495,0.5788096974835174,0.8946435895825887
